time,lat,lon,alt,mlat
2021-09-28 04:46:00,42.80843178721622,-91.59759693469182,109.9751833466215,52.48167723297468
2021-09-28 04:46:01,42.87331002544869,-91.6078329368854,109.09209820855281,52.540424812369686
2021-09-28 04:46:02,42.932325313598234,-91.61792973689569,109.99816042632237,52.599171176053034
2021-09-28 04:46:03,42.9943231729492,-91.62811409788515,109.99548405153668,52.65791988129058
2021-09-28 04:46:04,43.05796363493724,-91.63835480898649,109.48768990271856,52.71666544308914
2021-09-28 04:46:05,43.11831002482558,-91.64852180967718,109.99391795115883,52.775414064223
2021-09-28 04:46:06,43.18029938654906,-91.65874322396697,109.99501010908713,52.83415978973867
2021-09-28 04:46:07,43.24259821534374,-91.66898668261825,109.90138383837635,52.892906568398224
2021-09-28 04:46:08,43.30437954927566,-91.67922904348897,109.96812554670785,52.951651703283915
2021-09-28 04:46:09,43.366368062519946,-91.68948800571272,109.97307846979632,53.010401760607905
2021-09-28 04:46:10,43.428349695228526,-91.69976126287443,109.97849517098902,53.069144189837765
2021-09-28 04:46:11,43.49219687313322,-91.71009324481781,109.40370338304668,53.127893966745475
2021-09-28 04:46:12,43.552317854960755,-91.72034286934522,109.99374690877292,53.18663985737578
2021-09-28 04:46:13,43.614405035364875,-91.73065700105357,109.97041575450042,53.24538821702325
2021-09-28 04:46:14,43.67679224734173,-91.74099070191099,109.85063645602567,53.304128728061926
2021-09-28 04:46:15,43.738354483503855,-91.75131688875211,109.99255995071803,53.36287189245608
2021-09-28 04:46:16,43.800435533879536,-91.76166789809561,109.97284645485443,53.421618430243164
2021-09-28 04:46:17,43.86240702177247,-91.77203016228819,109.98739245182611,53.48036112154517
2021-09-28 04:46:18,43.92635248459338,-91.78245601839313,109.37555255565098,53.53910658621337
2021-09-28 04:46:19,43.986456845045296,-91.7927966321583,109.98629165388867,53.59784971016632
2021-09-28 04:46:20,44.04852626284694,-91.80320118665111,109.97117309187236,53.6565890809099
2021-09-28 04:46:21,44.110911129731704,-91.81362656594285,109.85727720019723,53.715333101434425
2021-09-28 04:46:22,44.172567504145725,-91.82404873108813,109.9775082939763,53.774075823000764
2021-09-28 04:46:23,44.23453031512995,-91.83448989682176,109.99934224001903,53.83281518809419
2021-09-28 04:46:24,44.2965942384343,-91.84494593660665,109.98934596160805,53.89155399621515
2021-09-28 04:46:25,44.36042955007536,-91.85546270266306,109.40642814402767,53.95029277790259
2021-09-28 04:46:26,44.420721745902505,-91.86590302005625,109.9720416931806,54.00903106116739
2021-09-28 04:46:27,44.48267932161544,-91.87639851175555,109.99895063280921,54.06776844548126
2021-09-28 04:46:28,44.54494913626477,-91.88691639627504,109.92528458951985,54.12650645807916
2021-09-28 04:46:29,44.60679670306056,-91.89743749291166,109.98926066681015,54.18524107226246
2021-09-28 04:46:30,44.668850220462865,-91.90797744869836,109.98628778738792,54.24397360670681
2021-09-28 04:46:31,44.73090343910435,-91.91853104757651,109.98416951615768,54.30270540145407
2021-09-28 04:46:32,44.79442237586833,-91.92913593110565,109.50097142839678,54.361440803272906
2021-09-28 04:46:33,44.85500490691669,-91.93967876210645,109.9846944285538,54.420169074121425
2021-09-28 04:46:34,44.91705758885305,-91.95027492824083,109.9862654917695,54.47890187842261
2021-09-28 04:46:35,44.97910127291162,-91.96088317012995,109.98991886412288,54.53762903536368
2021-09-28 04:46:36,45.0438716095322,-91.9715760294794,109.08640822630689,54.59635664173049
2021-09-28 04:46:37,45.10329548474674,-91.98214857896217,109.96522876114533,54.65508414224907
2021-09-28 04:46:38,45.165332472098804,-91.99280029899658,109.97246657995659,54.71380565927721
2021-09-28 04:46:39,45.228319072248595,-92.00349056646519,109.6633295590936,54.77253081556939
2021-09-28 04:46:40,45.2894114979498,-92.01414968533362,109.99027613952252,54.83125278587076
2021-09-28 04:46:41,45.351549752454716,-92.02484814461256,109.96605510864771,54.88997181223202
2021-09-28 04:46:42,45.4135834036126,-92.03555845614854,109.97817723146011,54.948690528362114
2021-09-28 04:46:43,45.47771795315108,-92.04633304877012,109.27831929634134,55.007407929793686
2021-09-28 04:46:44,45.53775059805807,-92.05702562398311,109.97154852341099,55.06612601184864
2021-09-28 04:46:45,45.59977463249563,-92.0677779506567,109.9885738044553,55.12483885490776
2021-09-28 04:46:46,45.66211751937315,-92.07855692924268,109.89773027508642,55.18355103229388
2021-09-28 04:46:47,45.723927428882945,-92.08933485282195,109.98943440066896,55.242260715503626
2021-09-28 04:46:48,45.786054575388924,-92.10013547863956,109.97433673433288,55.30097172389888
2021-09-28 04:46:49,45.84807456512381,-92.11095064847461,109.99629016413533,55.359679654849764
2021-09-28 04:46:50,45.91146276825319,-92.1218133871818,109.54495503379465,55.41838210754575
2021-09-28 04:46:51,45.972317616080026,-92.13262951869639,109.97166027131294,55.47708878416483
2021-09-28 04:46:52,46.03432711041044,-92.14348821169509,109.99791822783072,55.53578724867963
2021-09-28 04:46:53,46.09644564830419,-92.15436700174668,109.98920165046427,55.594489755665556
2021-09-28 04:46:54,46.16078189179814,-92.16531306128486,109.20456361646822,55.65318423416579
2021-09-28 04:46:55,46.22066868127025,-92.17616777653909,109.97526047417439,55.71188014190203
2021-09-28 04:46:56,46.28277782826419,-92.18709094871731,109.96999782292339,55.77057218871138
2021-09-28 04:46:57,46.34509841873535,-92.19803600218756,109.89126291355267,55.829262959104064
2021-09-28 04:46:58,46.4069889052256,-92.20898562418418,109.96433241811967,55.88795116376319
2021-09-28 04:46:59,46.4690935891868,-92.21995505091182,109.96361988410897,55.946639813728844
2021-09-28 04:47:00,46.531192873481054,-92.23094255069488,109.96377258806451,56.005321628326875
2021-09-28 04:47:01,46.59435607854177,-92.24197170833756,109.58714414387077,56.06400371763466
2021-09-28 04:47:02,46.655392148335025,-92.25296463508916,109.96920584712971,56.1226876766017
2021-09-28 04:47:03,46.717485455185816,-92.26399936176072,109.97384466866419,56.18136369058253
2021-09-28 04:47:04,46.779576325962395,-92.2750481826086,109.98007610846066,56.24003753943508
2021-09-28 04:47:05,46.843587827871424,-92.28616261851506,109.29711719025644,56.298710119540736
2021-09-28 04:47:06,46.90375455480211,-92.2971982033523,109.99693537938428,56.35738071092232
2021-09-28 04:47:07,46.965946801618564,-92.3082999834789,109.96923215422638,56.41604885078288
2021-09-28 04:47:08,47.02802991464399,-92.31941577332898,109.98118452696706,56.47471344176054
2021-09-28 04:47:09,47.0927840954686,-92.33061100087475,109.02303163937768,56.533374388191056
2021-09-28 04:47:10,47.15229399562338,-92.34169900266723,109.97094441911717,56.59203323404057
2021-09-28 04:47:11,47.21437032306078,-92.35286511626644,109.98738381976328,56.650689871298916
2021-09-28 04:47:12,47.27697855917739,-92.36405877084084,109.80943696827404,56.709343057688066
2021-09-28 04:47:13,47.33861948605909,-92.37524759639582,109.98611533743298,56.76799274814433
2021-09-28 04:47:14,47.400797135619854,-92.38646624974623,109.96761123839664,56.82664182657281
2021-09-28 04:47:15,47.46286315588772,-92.39769852207093,109.99058695708594,56.8852874001743
2021-09-28 04:47:16,47.52610817125883,-92.40897496877146,109.57715597644398,56.94392830430423
2021-09-28 04:47:17,47.5872025466998,-92.42022012216987,109.96131654745017,57.00256843294619
2021-09-28 04:47:18,47.649258860101575,-92.43150342081836,109.9884862764806,57.06120138827006
2021-09-28 04:47:19,47.71142568159587,-92.44280791897285,109.97723179578794,57.119836466377876
2021-09-28 04:47:20,47.77520414810466,-92.45416822715805,109.36218630951093,57.17846533303526
2021-09-28 04:47:21,47.83574115623063,-92.46546678464637,109.95966875883143,57.2370883910331
2021-09-28 04:47:22,47.897791145761325,-92.47682090174136,109.99340626055996,57.295712387845214
2021-09-28 04:47:23,47.95994774585871,-92.48819331144419,109.9887687688021,57.35433587033288
2021-09-28 04:47:24,48.02426193137211,-92.49963666556212,109.16636583327865,57.41295075282209
2021-09-28 04:47:25,48.08424606140561,-92.51099336621655,109.98282235140503,57.4715626205082
2021-09-28 04:47:26,48.14639247886524,-92.52242009067369,109.98198332783927,57.53017145429764
2021-09-28 04:47:27,48.208535218345624,-92.5338640944062,109.98364696812261,57.58877813886616
2021-09-28 04:47:28,48.27067722285979,-92.54532753893207,109.98599717579074,57.64738076678512
2021-09-28 04:47:29,48.33281590864569,-92.55680840197628,109.99035806413133,57.70598020660381
2021-09-28 04:47:30,48.39495170087132,-92.56830781264338,109.99571482184794,57.764574222677275
2021-09-28 04:47:31,48.457301637677375,-92.57982880392994,109.91975521566035,57.82316628163214
2021-09-28 04:47:32,48.51932270190418,-92.59136093849916,109.97047707085451,57.88175298401506
