Date_UTC,SML,SMU,SMR,SMR00,SMR06,SMR12,SMR18,GSM_Bx,GSM_By,GSM_Bz,GSE_Vx,GSE_Vy,GSM_Vz
2022-09-04 02:26:00,-670,271,-15.0,10.9,35.5,-46.5,-60.1,1.56,-3.60,-9.66,999999,999999,999999
2022-09-04 02:27:00,-674,270,-16.3,10.0,35.5,-48.0,-62.8,1.93,-3.62,-9.44,-597.00,-10.66,24.37
2022-09-04 02:28:00,-681,262,-18.4,8.1,34.4,-50.0,-66.3,2.26,-3.84,-9.21,-597.00,-10.64,24.37
2022-09-04 02:29:00,-668,273,-20.1,6.1,33.4,-50.6,-69.1,0.39,-1.44,-8.75,-608.70,0.12,37.61
2022-09-04 02:30:00,-679,280,-20.9,4.9,33.1,-50.9,-70.5,-2.91,-0.11,-6.12,-643.50,33.13,44.23
2022-09-04 02:31:00,-724,289,-21.4,2.4,34.5,-52.0,-70.5,-2.26,0.33,-6.32,-659.90,48.74,47.26
2022-09-04 02:32:00,-791,290,-21.0,3.7,36.1,-52.7,-70.9,-1.12,1.05,-5.53,-597.10,0.70,49.49
2022-09-04 02:33:00,-862,288,-19.2,4.7,40.6,-52.2,-69.7,-2.18,-0.55,-6.53,-620.50,11.35,44.22
2022-09-04 02:34:00,-906,308,-16.1,8.6,44.7,-51.1,-66.6,-3.33,1.47,-4.96,-634.50,17.71,36.60
2022-09-04 02:35:00,-958,281,-13.1,12.8,48.2,-48.4,-65.1,-3.72,3.06,-3.29,-639.70,22.86,31.86
2022-09-04 02:36:00,-931,280,-15.1,12.1,45.2,-48.5,-69.2,-4.39,2.95,-2.92,-643.10,25.45,31.36
2022-09-04 02:37:00,-908,260,-18.2,8.1,40.7,-48.4,-73.4,-6.18,2.49,-1.57,-642.30,27.94,21.47
2022-09-04 02:38:00,-896,251,-21.4,4.1,38.4,-50.4,-77.6,-5.48,2.84,-1.61,-628.30,31.07,28.75
2022-09-04 02:39:00,-848,236,-23.7,1.5,36.1,-51.6,-80.6,-6.61,2.49,-0.17,-621.90,32.51,31.96
2022-09-04 02:40:00,-825,244,-25.4,-1.0,33.5,-53.6,-80.6,-2.53,0.95,-3.85,-640.90,26.46,16.55
2022-09-04 02:41:00,-771,250,-27.7,-3.2,30.6,-54.5,-83.5,-2.58,-0.92,-3.63,-630.80,18.40,37.93
2022-09-04 02:42:00,-728,244,-29.3,-4.9,28.5,-55.3,-85.4,-5.88,0.79,-0.94,-643.50,20.74,31.95
2022-09-04 02:43:00,-745,252,-30.3,-8.4,28.5,-55.3,-86.1,-6.17,1.57,-0.59,-649.20,25.35,24.20
2022-09-04 02:44:00,-734,273,-31.2,-8.8,27.4,-56.3,-86.9,-5.64,1.31,-0.89,-646.70,27.79,30.55
2022-09-04 02:45:00,-753,246,-31.8,-8.5,26.6,-57.9,-87.6,-6.17,1.98,-1.31,-649.30,31.89,32.49
2022-09-04 02:46:00,-803,221,-32.1,-7.8,25.5,-58.8,-87.2,-5.43,0.54,-3.20,-649.90,31.50,30.19
2022-09-04 02:47:00,-893,217,-32.0,-7.4,24.5,-59.0,-86.2,-5.80,1.19,-2.63,999999,999999,999999
2022-09-04 02:48:00,-878,225,-32.1,-8.0,24.0,-58.9,-85.3,-5.99,1.64,-1.79,-659.30,64.14,-30.61
2022-09-04 02:49:00,-798,243,-31.6,-8.5,23.8,-58.4,-83.4,-6.70,1.33,-1.19,-659.30,64.12,-30.65
2022-09-04 02:50:00,-711,239,-32.1,-13.0,24.5,-58.2,-81.7,-6.85,1.04,-0.97,-659.30,64.10,-30.69
2022-09-04 02:51:00,-776,226,-32.3,-13.7,24.2,-58.7,-81.2,-6.82,1.59,-0.79,-654.40,45.29,24.34
2022-09-04 02:52:00,-715,220,-32.1,-14.4,24.4,-58.7,-79.8,-6.70,1.82,-0.96,-654.40,45.31,24.31
2022-09-04 02:53:00,-677,219,-32.1,-15.1,23.9,-58.8,-78.4,-6.49,2.27,-0.72,-653.00,31.04,14.17
2022-09-04 02:54:00,-619,218,-32.3,-16.4,23.2,-58.3,-77.6,-6.75,2.40,-0.67,-651.40,14.43,2.39
2022-09-04 02:55:00,-595,213,-32.3,-17.5,23.2,-57.8,-77.0,-6.81,2.60,-0.14,-653.20,4.49,3.80
2022-09-04 02:56:00,-596,205,-32.5,-18.2,23.6,-58.7,-76.6,-6.96,2.54,-0.38,-655.10,-5.93,5.39
2022-09-04 02:57:00,-595,207,-32.2,-19.1,23.7,-57.9,-75.4,-6.91,2.62,-0.19,-655.10,-5.92,5.39
2022-09-04 02:58:00,-599,213,-32.3,-21.0,23.4,-57.3,-74.1,-6.57,2.51,-0.34,-651.90,17.67,-3.86
2022-09-04 02:59:00,-599,201,-32.7,-22.3,22.6,-57.2,-73.8,-6.56,2.58,0.15,-651.90,17.67,-3.87
2022-09-04 03:00:00,-560,172,-34.7,-28.4,21.2,-58.0,-73.6,-6.50,2.88,0.32,-651.90,17.67,-3.88
2022-09-04 03:01:00,-583,162,-35.4,-28.9,19.3,-59.1,-73.0,-5.61,3.45,-0.39,-654.60,19.48,-5.11
2022-09-04 03:02:00,-586,155,-35.8,-29.8,18.5,-59.1,-72.8,-5.64,3.71,-0.45,-654.60,19.47,-5.13
2022-09-04 03:03:00,-610,147,-35.5,-30.7,17.6,-58.0,-71.1,-5.78,3.36,-0.27,-654.60,19.47,-5.14
2022-09-04 03:04:00,-599,139,-35.7,-32.0,16.6,-56.7,-70.6,-5.84,3.21,-0.12,-660.50,46.24,-21.34
2022-09-04 03:05:00,-579,135,-35.9,-32.6,16.4,-57.1,-70.4,-5.79,3.18,-0.19,-660.50,46.23,-21.37
2022-09-04 03:06:00,-554,131,-36.3,-33.1,15.8,-57.6,-70.4,-5.54,3.84,-0.25,-659.40,44.44,-20.40
2022-09-04 03:07:00,-520,122,-38.0,-36.9,11.5,-57.0,-69.6,-5.49,3.92,-0.17,-655.00,36.87,-16.23
2022-09-04 03:08:00,-486,120,-38.6,-37.0,8.5,-56.7,-69.0,-5.38,4.07,-0.18,-655.00,36.76,-16.22
2022-09-04 03:09:00,-505,146,-38.9,-37.1,8.1,-57.0,-69.4,-5.32,3.74,-1.16,-660.40,26.88,-4.10
2022-09-04 03:10:00,-550,183,-38.8,-37.1,6.8,-55.8,-69.3,-5.52,3.75,0.19,-660.40,26.88,-4.12
2022-09-04 03:11:00,-506,216,-38.9,-37.2,5.0,-54.5,-68.8,-5.45,3.95,-0.13,-659.20,27.40,-12.33
2022-09-04 03:12:00,-544,226,-39.0,-37.3,4.0,-54.5,-68.4,-5.36,4.23,-0.33,-659.20,27.40,-12.35
2022-09-04 03:13:00,-563,214,-38.6,-37.0,4.4,-54.3,-67.5,-5.00,3.21,-1.59,-664.10,16.54,29.78
2022-09-04 03:14:00,-543,224,-38.4,-36.8,3.5,-54.1,-66.3,-5.00,1.58,-4.37,-664.10,16.56,29.77
2022-09-04 03:15:00,-511,233,-38.0,-36.4,2.9,-53.5,-65.1,-5.62,2.41,-2.98,-664.10,16.58,29.76
2022-09-04 03:16:00,-489,246,-37.6,-36.1,2.3,-52.4,-64.3,-5.73,3.31,-2.14,-662.20,50.92,8.23
2022-09-04 03:17:00,-435,256,-37.0,-35.6,0.9,-50.8,-62.5,-5.88,3.46,-1.95,-662.20,50.92,8.19
2022-09-04 03:18:00,-416,254,-36.5,-35.3,-0.3,-50.1,-60.5,-6.10,3.27,-1.87,-662.20,50.93,8.16
2022-09-04 03:19:00,-451,258,-36.4,-35.3,-2.4,-48.9,-58.9,-5.98,3.42,-1.64,-658.10,33.16,-11.50
2022-09-04 03:20:00,-462,265,-36.4,-35.7,-4.6,-47.8,-57.8,-5.84,3.87,-0.77,-658.10,33.16,-11.52
2022-09-04 03:21:00,-446,282,-36.4,-36.2,-6.1,-47.2,-56.0,-5.82,3.99,-1.06,-658.10,33.15,-11.54
2022-09-04 03:22:00,-419,279,-36.3,-36.5,-6.7,-46.6,-55.4,-5.76,3.84,-1.61,-658.40,27.66,-9.68
2022-09-04 03:23:00,-410,255,-35.8,-36.4,-7.4,-45.4,-53.9,-5.68,3.31,-2.64,-658.40,27.65,-9.70
2022-09-04 03:24:00,-404,240,-35.3,-36.4,-7.1,-44.4,-53.3,-5.79,3.50,-1.73,-652.10,-37.35,-6.82
2022-09-04 03:25:00,-370,218,-35.0,-36.3,-6.8,-44.0,-52.8,-5.54,4.65,0.47,-652.10,-37.35,-6.80
2022-09-04 03:26:00,-335,206,-34.8,-36.4,-7.5,-43.0,-52.3,-5.64,4.26,-0.44,999999,999999,999999
2022-09-04 03:27:00,-334,212,-34.7,-36.3,-8.3,-42.4,-51.9,-5.44,4.41,-0.82,999999,999999,999999
2022-09-04 03:28:00,-353,233,-34.7,-36.2,-9.2,-42.3,-51.2,-5.22,4.44,-1.98,-662.80,22.72,3.87
2022-09-04 03:29:00,-335,235,-34.3,-36.0,-9.0,-41.6,-50.6,-5.03,4.55,-2.83,-662.80,22.72,3.85
2022-09-04 03:30:00,-287,226,-33.8,-35.9,-8.7,-40.7,-50.0,-4.80,4.59,-3.25,-671.10,34.50,13.93
2022-09-04 03:31:00,-283,219,-33.8,-35.9,-10.1,-39.6,-49.5,-4.71,3.98,-3.81,-671.10,34.51,13.90
2022-09-04 03:32:00,-287,217,-33.9,-36.2,-11.6,-38.4,-49.2,-4.79,3.91,-3.35,999999,999999,999999
2022-09-04 03:33:00,-276,206,-33.4,-36.4,-11.9,-37.3,-48.1,-4.88,4.22,-2.70,-667.80,43.72,15.30
2022-09-04 03:34:00,-259,196,-33.1,-37.0,-11.5,-36.7,-47.3,-4.84,4.80,-2.47,-667.80,43.73,15.27
2022-09-04 03:35:00,-264,177,-32.8,-36.8,-11.5,-36.0,-47.0,-4.78,4.83,-2.41,999999,999999,999999
2022-09-04 03:36:00,-324,179,-32.8,-37.1,-13.3,-34.3,-46.6,-4.67,5.08,-2.20,999999,999999,999999
2022-09-04 03:37:00,-314,178,-32.5,-37.0,-14.6,-32.9,-45.4,-3.97,5.66,-2.16,-669.90,33.77,13.30
2022-09-04 03:38:00,-271,178,-31.5,-36.6,-13.5,-32.2,-43.8,-2.61,6.22,-2.48,-669.90,33.78,13.28
2022-09-04 03:39:00,-243,175,-30.6,-36.3,-12.1,-31.1,-42.8,-2.26,6.72,-1.84,999999,999999,999999
2022-09-04 03:40:00,-272,189,-30.0,-36.0,-12.5,-29.3,-42.3,-2.56,6.83,-1.73,-669.70,43.74,4.50
2022-09-04 03:41:00,-281,201,-30.0,-36.2,-13.5,-28.0,-42.1,-4.33,5.27,-2.75,-669.70,43.74,4.47
2022-09-04 03:42:00,-252,208,-30.1,-36.7,-14.5,-27.4,-41.8,-5.01,5.05,-2.52,-662.30,18.88,11.52
2022-09-04 03:43:00,-241,197,-30.3,-37.1,-14.1,-27.3,-42.8,-4.93,5.41,-1.73,-662.30,18.89,11.51
2022-09-04 03:44:00,-213,220,-29.9,-37.0,-13.5,-27.1,-42.0,-5.14,5.18,-2.01,-672.70,29.04,1.58
2022-09-04 03:45:00,-213,227,-30.2,-38.2,-14.1,-26.5,-42.1,-4.75,5.27,-2.64,-674.30,25.50,10.91
2022-09-04 03:46:00,-229,220,-30.8,-39.2,-16.3,-25.0,-42.9,-5.40,5.08,-1.60,-676.00,21.64,21.11
2022-09-04 03:47:00,-227,234,-31.5,-39.8,-17.7,-24.9,-43.4,-5.33,4.45,-2.87,999999,999999,999999
2022-09-04 03:48:00,-208,241,-31.9,-40.2,-17.0,-26.4,-43.9,-3.02,4.72,-4.90,-653.10,41.68,-1.79
2022-09-04 03:49:00,-220,236,-32.5,-40.7,-17.0,-27.2,-45.3,-3.21,4.40,-5.09,-654.40,38.57,1.65
2022-09-04 03:50:00,-204,206,-32.3,-40.3,-17.2,-27.2,-44.6,-3.50,4.37,-5.01,-655.90,35.29,5.47
2022-09-04 03:51:00,-236,200,-31.7,-39.8,-17.3,-26.6,-43.2,-3.45,3.21,-6.15,-660.30,44.73,18.19
2022-09-04 03:52:00,-244,214,-30.9,-39.3,-16.8,-25.0,-42.6,-3.34,3.11,-6.42,-658.90,43.22,18.08
2022-09-04 03:53:00,-279,223,-30.7,-39.0,-16.6,-24.3,-43.0,-2.23,1.96,-7.72,-657.00,42.40,19.84
2022-09-04 03:54:00,-285,235,-30.3,-38.4,-16.4,-23.4,-42.9,-2.34,2.16,-7.59,-654.50,36.29,17.05
2022-09-04 03:55:00,-300,257,-30.5,-38.0,-16.6,-23.6,-43.6,-4.37,3.54,-5.83,-654.50,36.30,17.03
2022-09-04 03:56:00,-309,270,-31.8,-38.4,-18.4,-25.4,-44.8,-7.51,5.64,-2.32,-648.10,17.32,11.74
2022-09-04 03:57:00,-271,273,-33.1,-39.0,-19.3,-28.7,-45.3,-4.58,4.15,-5.22,-654.20,30.22,10.27
2022-09-04 03:58:00,-274,274,-33.3,-39.5,-16.8,-30.0,-46.7,-6.38,4.92,-3.60,-659.00,41.18,10.15
2022-09-04 03:59:00,-291,270,-33.5,-40.0,-14.4,-30.6,-48.9,-7.93,5.77,-2.29,-639.20,22.59,29.60
2022-09-04 04:00:00,-271,256,-34.2,-40.4,-15.1,-30.5,-51.0,-7.77,5.85,-2.97,-641.20,19.23,25.07
2022-09-04 04:01:00,-271,240,-34.8,-40.5,-14.8,-30.9,-52.8,-7.91,5.86,-3.07,-639.50,9.70,18.90
2022-09-04 04:02:00,-285,242,-35.3,-41.1,-15.0,-31.6,-53.5,-7.63,6.13,-3.04,-636.80,6.83,18.90
2022-09-04 04:03:00,-322,248,-35.3,-41.1,-14.8,-31.7,-53.7,-7.63,6.13,-3.05,999999,999999,999999
2022-09-04 04:04:00,-331,252,-35.3,-40.8,-14.0,-32.3,-54.0,-7.90,6.48,-1.97,999999,999999,999999
2022-09-04 04:05:00,-319,244,-34.0,-39.4,-10.7,-32.4,-53.5,-7.48,6.53,1.36,-653.30,17.94,-21.36
2022-09-04 04:06:00,-331,248,-33.1,-37.9,-8.9,-32.1,-53.4,-1.06,-0.19,-8.65,-653.30,17.92,-21.38
2022-09-04 04:07:00,-359,243,-32.4,-36.5,-10.4,-30.4,-52.3,-1.36,-0.19,-9.78,-664.00,30.09,-8.35
2022-09-04 04:08:00,-350,223,-31.5,-35.6,-9.6,-30.1,-51.0,-4.00,1.51,-8.85,-694.10,64.41,28.48
2022-09-04 04:09:00,-304,215,-30.1,-34.4,-6.1,-30.5,-49.5,-4.17,3.60,-8.30,-693.80,63.91,28.74
2022-09-04 04:10:00,-279,197,-29.8,-34.2,-7.7,-28.9,-48.6,-4.88,5.77,-5.46,-681.50,43.55,40.38
2022-09-04 04:11:00,-254,190,-30.9,-35.2,-14.7,-25.8,-47.8,-5.83,7.80,-2.65,-681.50,43.58,40.35
2022-09-04 04:12:00,-235,186,-30.4,-35.6,-18.7,-22.5,-44.5,-5.27,7.23,-4.95,999999,999999,999999
2022-09-04 04:13:00,-288,188,-29.6,-35.8,-18.1,-21.7,-42.8,-5.75,6.86,-4.67,999999,999999,999999
2022-09-04 04:14:00,-320,212,-29.1,-35.8,-18.8,-21.2,-40.8,-5.96,6.65,-5.04,-655.70,25.09,19.42
2022-09-04 04:15:00,-337,242,-29.7,-36.7,-20.9,-20.5,-40.5,-5.87,6.33,-5.49,-655.70,25.10,19.40
2022-09-04 04:16:00,-368,253,-30.3,-37.4,-22.4,-21.1,-40.3,-4.74,3.98,-7.35,-655.70,25.12,19.38
2022-09-04 04:17:00,-399,257,-30.5,-36.5,-21.7,-22.6,-41.3,-4.33,4.44,-7.24,-652.90,3.20,7.77
2022-09-04 04:18:00,-434,265,-29.7,-34.0,-19.1,-24.9,-41.0,-4.08,4.31,-8.07,-652.90,3.21,7.77
2022-09-04 04:19:00,-452,274,-28.1,-29.3,-15.8,-27.4,-40.0,-4.15,3.38,-8.65,-679.20,54.66,46.85
2022-09-04 04:20:00,-466,262,-26.6,-24.4,-14.4,-28.1,-39.6,-4.73,4.31,-7.81,-678.00,53.63,45.72
2022-09-04 04:21:00,-551,251,-25.1,-19.2,-15.4,-27.4,-38.6,-5.74,5.55,-6.15,-665.30,42.65,34.19
2022-09-04 04:22:00,-602,230,-24.4,-15.2,-17.4,-27.7,-37.2,-5.37,4.63,-7.16,-665.40,30.86,25.56
2022-09-04 04:23:00,-682,247,-23.6,-11.6,-17.6,-28.7,-36.4,-4.23,4.41,-8.02,-666.00,31.36,23.20
2022-09-04 04:24:00,-709,246,-22.8,-8.6,-17.9,-29.5,-35.3,-3.96,4.18,-8.61,-678.70,38.23,25.87
2022-09-04 04:25:00,-707,242,-24.8,-6.4,-18.8,-29.9,-44.3,-4.03,4.22,-8.65,-673.80,38.51,30.36
2022-09-04 04:26:00,-729,243,-24.1,-3.4,-19.0,-30.5,-43.6,-5.06,4.78,-7.93,999999,999999,999999
2022-09-04 04:27:00,-896,240,-23.4,-0.9,-19.4,-31.2,-42.1,-6.06,5.11,-6.66,999999,999999,999999
2022-09-04 04:28:00,-894,224,-23.3,0.8,-20.1,-32.4,-41.3,-5.42,4.11,-7.70,-666.00,27.50,16.36
2022-09-04 04:29:00,-831,209,-22.6,2.4,-20.4,-33.0,-39.5,-6.34,5.48,-5.81,-664.10,27.46,17.01
2022-09-04 04:30:00,-925,219,-22.5,3.9,-20.3,-34.2,-39.6,-7.35,6.22,-4.12,-659.40,27.43,18.51
2022-09-04 04:31:00,-959,220,-22.6,4.8,-20.1,-35.1,-40.2,-7.27,6.09,-4.50,999999,999999,999999
2022-09-04 04:32:00,-1097,229,-23.5,5.3,-20.2,-38.2,-41.1,-7.03,5.84,-5.40,-649.60,16.31,10.20
2022-09-04 04:33:00,-949,242,-23.4,5.4,-20.4,-39.2,-39.2,-6.79,5.80,-5.77,-649.60,16.32,10.19
2022-09-04 04:34:00,-882,224,-23.4,5.4,-20.1,-39.7,-39.2,-6.58,5.68,-6.04,-653.00,23.38,24.91
2022-09-04 04:35:00,-787,253,-24.3,4.3,-20.2,-41.3,-40.0,-6.80,5.83,-5.39,-653.00,23.40,24.90
2022-09-04 04:36:00,-868,255,-25.0,3.1,-19.7,-42.6,-40.8,-7.17,5.75,-4.91,-648.80,21.91,12.23
2022-09-04 04:37:00,-954,268,-25.7,1.6,-19.8,-43.3,-41.4,-6.29,6.54,-5.15,-645.60,20.67,2.38
2022-09-04 04:38:00,-979,270,-26.1,-0.4,-19.7,-44.9,-39.2,-6.06,6.70,-5.43,-648.90,17.18,3.33
2022-09-04 04:39:00,-1047,288,-28.0,-3.2,-20.8,-46.8,-41.1,-6.05,6.50,-5.82,-650.00,16.11,3.86
2022-09-04 04:40:00,-1018,296,-28.1,-5.5,-21.0,-45.9,-40.2,-6.14,6.30,-5.88,-650.30,18.82,14.84
2022-09-04 04:41:00,-1025,305,-28.9,-7.1,-21.0,-46.9,-40.4,-6.36,6.73,-4.77,-651.00,18.48,12.37
2022-09-04 04:42:00,-930,314,-30.6,-9.4,-21.5,-48.6,-42.7,-5.46,5.72,-6.61,-652.80,17.59,5.61
2022-09-04 04:43:00,-880,330,-31.6,-11.1,-20.9,-50.4,-44.0,-5.28,5.81,-6.82,-658.90,9.50,24.74
2022-09-04 04:44:00,-938,330,-32.6,-13.4,-21.1,-51.4,-44.4,-6.24,6.89,-4.50,-659.90,8.22,27.64
2022-09-04 04:45:00,-944,298,-32.3,-15.6,-20.8,-49.7,-43.0,-6.13,6.90,-4.45,-652.90,9.98,-1.48
2022-09-04 04:46:00,-919,304,-34.7,-17.3,-20.5,-50.7,-50.3,-6.69,6.88,-3.29,-658.00,17.64,-6.01
2022-09-04 04:47:00,-833,285,-33.9,-19.1,-20.2,-49.3,-46.8,-7.37,6.91,-1.34,-651.10,20.32,-27.44
2022-09-04 04:48:00,-840,271,-32.7,-21.4,-19.6,-46.7,-43.3,-7.27,6.89,-1.70,999999,999999,999999
2022-09-04 04:49:00,-882,279,-32.3,-22.9,-18.9,-45.7,-41.8,-6.70,7.31,-1.90,-656.60,15.37,-34.42
2022-09-04 04:50:00,-901,305,-32.2,-23.8,-18.9,-44.7,-41.6,-7.14,6.84,-2.30,-656.60,15.35,-34.43
2022-09-04 04:51:00,-874,306,-33.3,-24.9,-17.6,-45.3,-45.4,-7.56,6.46,-2.37,-653.90,17.11,-25.66
2022-09-04 04:52:00,-880,261,-34.8,-25.5,-17.0,-47.4,-49.3,-7.40,6.14,-3.44,-647.30,21.46,-4.11
2022-09-04 04:53:00,-849,278,-34.6,-26.8,-15.7,-46.5,-49.2,-7.11,6.16,-3.68,-648.10,20.81,-9.59
2022-09-04 04:54:00,-882,426,-34.5,-28.1,-15.2,-45.6,-49.0,-6.39,6.95,-3.62,-648.50,20.52,-11.87
2022-09-04 04:55:00,-838,431,-35.5,-29.2,-15.5,-45.8,-51.5,-6.46,6.32,-4.62,-650.50,16.66,5.96
2022-09-04 04:56:00,-766,251,-36.3,-30.9,-15.8,-45.7,-53.0,-5.85,6.42,-5.55,-650.50,16.67,5.95
2022-09-04 04:57:00,-731,238,-37.1,-33.0,-15.6,-45.7,-54.1,-5.57,5.72,-6.33,999999,999999,999999
2022-09-04 04:58:00,-709,368,-37.7,-35.2,-14.2,-46.2,-55.3,-5.20,5.55,-7.17,-653.00,34.55,5.38
2022-09-04 04:59:00,-716,346,-38.1,-37.0,-12.4,-46.2,-56.6,-4.95,5.20,-7.78,-655.30,39.08,16.15
2022-09-04 05:00:00,-733,307,-39.7,-37.7,-11.6,-49.1,-60.2,-4.41,4.66,-8.43,-656.30,40.51,19.76
2022-09-04 05:01:00,-741,290,-40.6,-38.5,-12.0,-50.7,-61.0,-4.61,3.86,-8.65,-665.60,39.55,24.37
2022-09-04 05:02:00,-765,304,-40.7,-39.5,-11.9,-50.8,-60.6,-4.20,3.68,-8.98,-665.60,39.56,24.34
2022-09-04 05:03:00,-800,367,-40.2,-39.2,-11.3,-50.7,-59.6,-4.55,4.40,-8.34,-661.40,52.81,28.39
2022-09-04 05:04:00,-846,368,-40.6,-39.3,-11.4,-51.9,-59.7,-5.17,5.92,-6.92,-658.50,46.59,22.85
2022-09-04 05:05:00,-879,335,-40.7,-38.9,-11.3,-50.8,-61.8,-4.45,6.93,-5.79,-654.10,32.71,12.85
2022-09-04 05:06:00,-933,315,-40.1,-37.9,-11.1,-51.2,-60.3,-4.98,6.93,-5.81,-653.60,25.51,9.91
2022-09-04 05:07:00,-960,239,-39.4,-36.8,-10.4,-51.5,-59.0,-3.84,5.79,-7.61,-659.80,47.07,21.48
2022-09-04 05:08:00,-953,279,-39.4,-34.9,-11.6,-52.6,-58.5,-5.01,6.89,-6.12,-667.50,40.46,19.16
2022-09-04 05:09:00,-960,383,-39.8,-33.2,-12.3,-54.4,-59.4,-5.42,5.20,-7.32,-672.50,34.57,17.52
2022-09-04 05:10:00,-892,526,-40.3,-31.2,-12.1,-56.2,-61.8,-3.41,7.17,-7.17,-667.40,35.82,18.60
2022-09-04 05:11:00,-847,485,-40.7,-28.6,-13.9,-57.5,-62.7,-4.34,6.30,-7.57,-670.70,31.99,29.91
2022-09-04 05:12:00,-780,456,-40.6,-26.0,-14.2,-58.8,-63.3,-4.25,6.13,-7.79,-672.30,32.53,30.10
2022-09-04 05:13:00,-742,466,-41.2,-23.2,-14.6,-61.3,-65.8,-3.39,6.74,-7.62,-679.00,29.24,26.93
2022-09-04 05:14:00,-751,480,-41.4,-20.2,-15.9,-62.6,-66.8,-4.50,5.92,-7.64,-680.90,22.25,27.32
2022-09-04 05:15:00,-786,499,-41.8,-17.8,-16.2,-65.0,-68.2,-4.56,5.70,-7.78,-680.70,20.67,28.65
2022-09-04 05:16:00,-783,548,-42.1,-14.8,-13.9,-67.7,-72.0,-3.98,6.38,-7.61,-677.20,35.91,25.53
2022-09-04 05:17:00,-755,548,-42.0,-12.1,-13.2,-68.9,-73.7,999999,999999,999999,-677.20,35.93,25.50
2022-09-04 05:18:00,-735,434,-43.0,-9.8,-14.0,-71.2,-77.0,-4.12,6.68,-7.21,-677.20,35.94,25.48
2022-09-04 05:19:00,-728,300,-44.1,-7.9,-13.4,-74.5,-80.5,-3.51,6.81,-7.42,999999,999999,999999
2022-09-04 05:20:00,-688,332,-43.9,-5.9,-11.6,-76.3,-81.8,-4.13,6.88,-7.06,999999,999999,999999
2022-09-04 05:21:00,-664,579,-43.2,-4.3,-10.4,-76.7,-81.3,-3.96,6.94,-6.94,999999,999999,999999
2022-09-04 05:22:00,-651,637,-42.1,-2.8,-9.0,-76.5,-80.0,-2.85,7.10,-7.61,-686.50,37.51,25.05
2022-09-04 05:23:00,-611,656,-42.2,-1.7,-8.0,-79.0,-80.0,-1.29,6.45,-8.72,-686.50,37.53,25.03
2022-09-04 05:24:00,-634,642,-41.5,-1.1,-6.6,-77.9,-80.3,0.29,3.98,-10.38,-684.10,61.83,12.90
2022-09-04 05:25:00,-684,594,-41.3,-1.0,-5.6,-78.2,-80.6,-0.05,4.30,-10.13,-684.10,61.84,12.85
2022-09-04 05:26:00,-673,491,-42.1,-1.2,-6.3,-78.8,-82.3,-2.69,5.37,-8.82,-681.70,59.23,11.34
2022-09-04 05:27:00,-700,464,-43.2,-1.6,-8.0,-79.6,-83.5,-3.01,5.78,-8.76,-661.90,37.87,-0.90
2022-09-04 05:28:00,-694,491,-44.1,-2.1,-8.1,-81.3,-84.8,-2.20,6.27,-8.61,-661.90,37.87,-0.93
2022-09-04 05:29:00,-761,512,-44.4,-2.8,-7.6,-81.8,-85.6,-2.57,5.92,-8.36,-669.00,40.54,17.12
2022-09-04 05:30:00,-800,549,-47.4,-5.5,-7.8,-83.1,-93.0,-1.83,5.14,-8.59,-679.30,50.78,32.46
2022-09-04 05:31:00,-853,514,-48.3,-5.6,-6.9,-84.8,-95.8,-1.02,3.99,-9.17,-686.30,55.45,38.68
2022-09-04 05:32:00,-923,423,-49.3,-4.7,-5.9,-88.2,-98.5,-3.77,5.66,-7.38,-676.10,49.77,34.94
2022-09-04 05:33:00,-923,349,-50.2,-5.1,-5.2,-90.4,-100.0,-1.01,4.75,-9.34,-675.30,49.90,44.94
2022-09-04 05:34:00,-900,257,-50.6,-6.0,-4.8,-91.4,-100.4,-2.74,4.36,-8.49,-673.10,47.79,61.64
2022-09-04 05:35:00,-907,214,-51.0,-7.3,-3.6,-92.8,-100.3,-8.05,5.52,-4.72,-673.10,47.79,61.52
2022-09-04 05:36:00,-886,207,-52.7,-8.1,-4.7,-96.0,-101.9,-4.96,4.87,-6.85,-673.30,42.51,34.28
2022-09-04 05:37:00,-889,213,-52.0,-6.8,-3.5,-96.3,-101.4,-7.39,6.27,-4.42,-673.10,42.19,30.34
2022-09-04 05:38:00,-931,200,-51.2,-4.3,-5.7,-95.1,-99.8,-7.68,6.07,-4.69,-671.80,48.32,50.16
2022-09-04 05:39:00,-963,203,-51.5,-4.3,-7.9,-95.0,-98.6,-5.50,6.08,-6.01,-675.00,53.78,25.72
2022-09-04 05:40:00,-948,204,-51.2,-5.4,-7.9,-94.0,-97.6,-7.50,6.19,-4.74,-675.70,54.97,20.76
2022-09-04 05:41:00,-973,202,-50.9,-5.6,-8.6,-93.6,-96.0,-7.58,5.55,-5.24,999999,999999,999999
2022-09-04 05:42:00,-1020,196,-50.1,-5.3,-9.3,-92.3,-93.5,-7.74,5.54,-5.17,999999,999999,999999
2022-09-04 05:43:00,-1078,192,-49.7,-5.5,-9.4,-91.3,-92.6,-7.80,5.49,-5.42,-663.40,54.14,54.67
2022-09-04 05:44:00,-1058,188,-50.5,-6.3,-9.4,-93.0,-93.5,-8.00,5.14,-5.64,-663.40,54.18,54.63
2022-09-04 05:45:00,-965,213,-51.4,-7.3,-10.2,-93.8,-94.5,-8.60,3.91,-5.46,999999,999999,999999
