time,lat,lon,alt,mlat
2022-09-04 04:17:00,68.74349075996552,-84.30984353398206,109.92645055200744,76.65551443309491
2022-09-04 04:17:01,68.67857033687504,-84.34023951097237,109.78224321821052,76.59708495281515
2022-09-04 04:17:02,68.61340944704384,-84.37025136931183,109.92337467669203,76.53863431633668
2022-09-04 04:17:03,68.54846781975716,-84.40032915593228,109.7995991669587,76.48016560589268
2022-09-04 04:17:04,68.48328824414693,-84.43002681425034,109.95491733550473,76.42167537504176
2022-09-04 04:17:05,68.41832498413721,-84.45979162532339,109.85004615842445,76.36316648476819
2022-09-04 04:17:06,68.35335175978388,-84.48940530063952,109.75566454380487,76.30463894294522
2022-09-04 04:17:07,68.28814637506946,-84.5186490898388,109.93203292362534,76.24609192006622
2022-09-04 04:17:08,68.22315414095333,-84.54795643094782,109.85511814815959,76.18752634362892
2022-09-04 04:17:09,68.15815146596216,-84.57711067296243,109.78827248485675,76.12894170014523
2022-09-04 04:17:10,68.09292073050364,-84.60592013177066,109.98280464610671,76.07033741176394
2022-09-04 04:17:11,68.02789974067014,-84.6347837080963,109.93188239619248,76.01171517145296
2022-09-04 04:17:12,67.96351476325977,-84.66407858144572,109.14755561432025,75.95307395469848
2022-09-04 04:17:13,67.89782715904062,-84.6920701082182,109.85602118970982,75.89441236093012
2022-09-04 04:17:14,67.83277943729053,-84.72049866012105,109.83111038687613,75.83573569499362
2022-09-04 04:17:15,67.76771991325268,-84.74878773093579,109.81405352768289,75.77703793744446
2022-09-04 04:17:16,67.70265377612213,-84.77693636888081,109.8050483913985,75.71832407171563
2022-09-04 04:17:17,67.63757511854786,-84.80494675869434,109.80308445152161,75.65958803911936
2022-09-04 04:17:18,67.57249130400419,-84.8328170817753,109.80942311016594,75.60083766806412
2022-09-04 04:17:19,67.50739792736496,-84.86055547226066,109.82216270168011,75.54206763367625
2022-09-04 04:17:20,67.44229655030826,-84.88815569868,109.84258398513593,75.4832804136634
2022-09-04 04:17:21,67.37718521088374,-84.9156283841135,109.86902672610915,75.42447313683932
2022-09-04 04:17:22,67.31206716156281,-84.942968171273,109.90266547908332,75.36564975632695
2022-09-04 04:17:23,67.24693948081114,-84.97017307248939,109.94230657417525,75.3068066657894
2022-09-04 04:17:24,67.18180580860879,-84.99725442479225,109.98832277841183,75.24794781289403
2022-09-04 04:17:25,67.11686364293523,-85.02436588468275,109.82151264426925,75.18906886095355
2022-09-04 04:17:26,67.05251633837489,-85.05182203370757,109.015599980644,75.13017524517252
2022-09-04 04:17:27,66.98655534167966,-85.07788295602849,109.94721912053159,75.07126261629527
2022-09-04 04:17:28,66.92158860111839,-85.10461243641548,109.80564627982623,75.01233309435216
2022-09-04 04:17:29,66.85641273169377,-85.13105830673793,109.88348384271852,74.95338378007868
2022-09-04 04:17:30,66.79123148752109,-85.15738645850598,109.96659408399489,74.89441901090322
2022-09-04 04:17:31,66.72624071849758,-85.18373807742947,109.8483791204575,74.83543886692404
2022-09-04 04:17:32,66.66104284624002,-85.20982727086285,109.94297885821008,74.77643807327496
2022-09-04 04:17:33,66.59603330751149,-85.23593517571149,109.83923068165703,74.71742112150073
2022-09-04 04:17:34,66.53082219760721,-85.2617812901768,109.94521036442401,74.65838761731816
2022-09-04 04:17:35,66.46579439564441,-85.28765345101836,109.85555633083715,74.5993345484536
2022-09-04 04:17:36,66.40057234957028,-85.31326850781552,109.97172341122017,74.54026996386708
2022-09-04 04:17:37,66.33552998197374,-85.33890639649658,109.89599927079385,74.48118444862541
2022-09-04 04:17:38,66.270481174369,-85.36442568891911,109.8273404848039,74.42208332285138
2022-09-04 04:17:39,66.20523376563749,-85.3896980144054,109.95852329206417,74.36296405738463
2022-09-04 04:17:40,66.14016991292273,-85.41498908868368,109.90200225256537,74.30382913259876
2022-09-04 04:17:41,66.07509589025501,-85.44016942137856,109.85270636263323,74.24467577473426
2022-09-04 04:17:42,66.00983127599139,-85.46510981971218,109.99782932714355,74.1855092973136
2022-09-04 04:17:43,65.9447448189821,-85.49007082216768,109.95995404312119,74.12632459848552
2022-09-04 04:17:44,65.87964964271418,-85.51491496718963,109.92830143730625,74.06712206714278
2022-09-04 04:17:45,65.81454882619902,-85.53965676893816,109.90291065232975,74.00790489752461
2022-09-04 04:17:46,65.74944094642153,-85.56428932101306,109.88372152838114,73.94867171729155
2022-09-04 04:17:47,65.68432673547264,-85.58881298437056,109.87012133350348,73.88942272480361
2022-09-04 04:17:48,65.61920317218379,-85.6132324813186,109.86218527529805,73.8301553938266
2022-09-04 04:17:49,65.55407210092073,-85.63754270060373,109.85962938143088,73.77087115562313
2022-09-04 04:17:50,65.48893655612821,-85.66175010388336,109.86291505691788,73.71157342819187
2022-09-04 04:17:51,65.42379283933913,-85.6858586462056,109.87136058889071,73.65225832686203
