date/time,PINALat,GILLlat,ClosestStation,Elevation [deg],ELFINeflux [erg/cm^2/s],ELFINenergy [keV]
2022-09-04/04:22:59,45.3641,45.3951,gill,NaN,0.177225,0.93
2022-09-04/04:23:00,45.2797,45.2811,gill,NaN,0.095419,0.839
2022-09-04/04:23:01,45.189,45.2811,gill,NaN,0.095419,0.839
2022-09-04/04:23:02,45.189,45.1426,gill,NaN,-1,-1
2022-09-04/04:23:03,45.0917,45.047,gill,NaN,-1,-1
2022-09-04/04:23:04,44.9873,45.047,gill,NaN,-1,-1
2022-09-04/04:23:05,44.9873,45.047,gill,NaN,-1,-1
2022-09-04/04:23:06,44.8754,45.047,gill,NaN,-1,-1
2022-09-04/04:23:07,44.8754,45.047,gill,NaN,-1,-1
2022-09-04/04:23:08,44.7556,45.047,gill,NaN,-1,-1
2022-09-04/04:23:09,44.7556,45.047,gill,NaN,-1,-1
2022-09-04/04:23:10,44.6273,45.047,gill,NaN,-1,-1
2022-09-04/04:23:11,44.6273,45.047,gill,NaN,-1,-1
2022-09-04/04:23:12,44.49,45.047,gill,NaN,-1,-1
2022-09-04/04:23:13,44.49,45.047,gill,NaN,-1,-1
2022-09-04/04:23:14,44.3429,45.047,gill,NaN,-1,-1
2022-09-04/04:23:15,44.3429,45.047,gill,NaN,-1,-1
2022-09-04/04:23:16,44.1855,45.047,gill,NaN,-1,-1
2022-09-04/04:23:17,44.1855,45.047,gill,NaN,-1,-1
2022-09-04/04:23:18,44.1855,45.047,gill,NaN,-1,-1
2022-09-04/04:23:19,44.017,45.047,gill,NaN,-1,-1
2022-09-04/04:23:20,44.017,45.047,gill,NaN,-1,-1
2022-09-04/04:23:21,43.8365,45.047,gill,NaN,-1,-1
2022-09-04/04:23:22,43.8365,45.047,gill,NaN,-1,-1
2022-09-04/04:23:23,43.8365,45.047,gill,NaN,-1,-1
2022-09-04/04:23:24,43.6598,45.047,gill,NaN,-1,-1
2022-09-04/04:23:25,43.6598,45.047,gill,NaN,-1,-1
2022-09-04/04:23:26,43.6598,45.047,gill,NaN,-1,-1
2022-09-04/04:23:27,43.443,45.047,gill,NaN,-1,-1
2022-09-04/04:23:28,43.443,45.047,gill,NaN,-1,-1
2022-09-04/04:23:29,43.443,45.047,gill,NaN,-1,-1
2022-09-04/04:23:30,43.2105,45.047,gill,NaN,-1,-1
2022-09-04/04:23:31,43.2105,45.047,gill,NaN,-1,-1
2022-09-04/04:23:32,43.2105,45.047,gill,NaN,-1,-1
2022-09-04/04:23:33,43.2105,45.047,gill,NaN,-1,-1
2022-09-04/04:23:34,42.9613,45.047,gill,NaN,-1,-1
2022-09-04/04:23:35,42.9613,45.047,gill,NaN,-1,-1
2022-09-04/04:23:36,42.9253,45.047,gill,NaN,-1,-1
2022-09-04/04:23:37,42.9253,45.047,gill,NaN,-1,-1
2022-09-04/04:23:38,42.9253,45.047,gill,NaN,0.255557,0.95
2022-09-04/04:23:39,42.6445,45.047,gill,NaN,0.255557,0.95
2022-09-04/04:23:40,42.6445,45.047,gill,NaN,0.255557,0.95
2022-09-04/04:23:41,42.6445,45.047,gill,NaN,0.121833,0.857
2022-09-04/04:23:42,42.6445,45.047,gill,NaN,0.121833,0.857
2022-09-04/04:23:43,42.3431,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:44,42.3431,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:45,42.3431,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:46,42.2556,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:47,42.2556,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:48,42.2556,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:49,42.0195,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:50,41.9146,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:51,41.9146,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:52,41.9146,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:53,41.9146,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:54,41.7842,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:55,41.7842,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:56,41.5484,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:57,41.5484,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:58,41.5484,44.8571,gill,NaN,-1,-1
2022-09-04/04:23:59,41.3973,44.8571,gill,NaN,-1,-1
2022-09-04/04:24:00,41.3973,44.8571,gill,NaN,-1,-1
