"date/time ELFINLat PINALat GILLlat EFLINLon, PINALon GILLlon ClosestStation Elevation [deg] ELFINeflux [erg/cm^2/s] ELFINenergy [keV]"
"2022-09-04/04:17:00",68.74349075996552,61.6241,67.6943,268.6901564660179,267.179,270.256,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:01",68.67857033687504,61.6241,67.6943,268.6597604890276,267.179,270.256,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:02",68.61340944704384,61.6241,67.6943,268.6297486306881,267.179,270.256,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:03",68.54846781975716,61.6241,67.6943,268.5996708440677,267.179,270.256,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:04",68.48328824414693,61.6241,67.6943,268.5699731857496,267.179,270.256,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:05",68.41832498413721,61.6241,67.6126,268.5402083746766,267.179,269.956,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:06",68.35335175978388,61.6241,67.6126,268.5105946993605,267.179,269.956,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:07",68.28814637506946,61.6241,67.5373,268.4813509101612,267.179,269.667,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:08",68.22315414095333,61.6241,67.5373,268.4520435690522,267.179,269.667,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:09",68.15815146596216,61.6241,67.5373,268.4228893270376,267.179,269.667,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:10",68.09292073050364,61.6241,67.4685,268.3940798682294,267.179,269.387,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:11",68.02789974067014,61.6241,67.4685,268.3652162919037,267.179,269.387,"pina",NaN,-1.00000,-1.00000
"2022-09-04/04:17:12",67.96351476325977,61.6241,67.4059,268.3359214185543,267.179,269.115,"pina",NaN,-1.00000,-1.00000
