model,time_utc,elfin_x_gsm_re,elfin_y_gsm_re,elfin_z_gsm_re,elfin_r_re,elfin_b_tot_nt,field_line_type,fp_north_x_gsm_re,fp_north_y_gsm_re,fp_north_z_gsm_re,fp_north_lat_deg,fp_north_lon_deg,fp_north_alt_km,fp_south_x_gsm_re,fp_south_y_gsm_re,fp_south_z_gsm_re,fp_south_lat_deg,fp_south_lon_deg,fp_south_alt_km,field_line_len_re,flux_tube_vol_re_nt,b_normal_north_nt,b_normal_south_nt,min_b_tot_nt
argus,2022-09-04T04:05:32Z,0.477124063557,-0.274555272626,0.886831440918,1.04379019652,52854.8553415,closed_100km,0.461094513206,-0.263704540034,0.863745428944,65.6128328272,84.2056461262,99.9999213051,0.516348918000,-0.213225782377,-0.847258653735,-49.4384163877,97.2016494083,99.9998644267,10.9958108838,0.0157943923655,-57219.0866318,56370.9744948,270.601190847
argus,2022-09-04T04:05:33Z,0.476202177150,-0.274076551017,0.887473036990,1.04378870502,52851.6558162,closed_100km,0.460210841281,-0.263244588405,0.864353429340,65.6776551391,84.1814609756,99.9999216168,0.515607492980,-0.212699869795,-0.847838036866,-49.4980000846,97.2185552492,99.9998645144,11.0552689247,0.0160840540449,-57218.6483177,56387.8515857,267.006773151
argus,2022-09-04T04:05:34Z,0.475279630857,-0.273597447741,0.888113403027,1.04378719457,52848.3934938,closed_100km,0.459326532665,-0.262784273623,0.864960310124,65.7424765651,84.1571732316,99.9999219287,0.514863113874,-0.212172461980,-0.848418206216,-49.5577587856,97.2355437761,99.9998646035,11.1151444004,0.0163794799791,-57218.1008828,56404.7170157,263.460137948
argus,2022-09-04T04:05:35Z,0.474356452471,-0.273117959558,0.888752612890,1.04378573987,52845.0569599,closed_100km,0.458441574901,-0.262323566330,0.865566086539,65.8072989230,84.1327843329,99.9999222407,0.514116718869,-0.211644008876,-0.848998474209,-49.6176223878,97.2526073019,99.9998646940,11.1754412522,0.0166807850416,-57217.4450253,56421.5545143,259.960853200
argus,2022-09-04T04:05:36Z,0.473432622776,-0.272638081765,0.889390514571,1.04378420152,52841.6685592,closed_100km,0.457556022099,-0.261862510972,0.866170716514,65.8721176901,84.1082927906,99.9999225530,0.513369141031,-0.211114964378,-0.849578221605,-49.6775274942,97.2697344888,99.9998647856,11.2361645753,0.0169880667576,-57216.6810166,56438.3481509,256.508834568
argus,2022-09-04T04:05:37Z,0.472508160987,-0.272157819148,0.890027260052,1.04378271894,52838.2064758,closed_100km,0.456669819997,-0.261401063140,0.866774241830,65.9369375159,84.0836983843,99.9999228653,0.512620975721,-0.210585601754,-0.850157021630,-49.7374301420,97.2869213937,99.9998648784,11.2973182332,0.0173014574089,-57215.8094709,56455.0883382,253.103526567
argus,2022-09-04T04:05:38Z,0.471583068580,-0.271677205969,0.890662770779,1.04378123477,52834.6798952,closed_100km,0.455782999851,-0.260939275733,0.867376630039,66.0017548149,84.0589968181,99.9999231779,0.511872725083,-0.210056224239,-0.850734499757,-49.7972916214,97.3041587125,99.9998649723,11.3589011295,0.0176210478533,-57214.8304354,56471.7648454,249.744817328
argus,2022-09-04T04:05:39Z,0.470657323392,-0.271196169085,0.891297051823,1.04377972426,52831.0933338,closed_100km,0.454895552912,-0.260477087355,0.867977903955,66.0665723787,84.0341934187,99.9999234906,0.511124714593,-0.209526927076,-0.851310441137,-49.8570893839,97.3214487057,99.9998650673,11.4209193304,0.0179469769383,-57213.7449921,56488.3744372,246.432283182
argus,2022-09-04T04:05:40Z,0.469730975376,-0.270714778437,0.891930171962,1.04377828687,52827.4311574,closed_100km,0.454007475823,-0.260014530270,0.868578055493,66.1313892633,84.0092834090,99.9999238034,0.510377109365,-0.208997828315,-0.851884722693,-49.9168104401,97.3387868832,99.9998651632,11.4833744643,0.0182793501906,-57212.5532066,56504.9134146,243.165694530
argus,2022-09-04T04:05:41Z,0.468803967479,-0.270233006412,0.892562061973,1.04377683063,52823.7080318,closed_100km,0.453118761233,-0.259551610030,0.869177086636,66.1962057220,83.9842646673,99.9999241164,0.509629917173,-0.208468939897,-0.852457341699,-49.9764542194,97.3561726526,99.9998652602,11.5462694088,0.0186182880227,-57211.2554183,56521.3816561,239.944769301
argus,2022-09-04T04:05:42Z,0.467876326458,-0.269750839380,0.893192641598,1.04377529536,52819.9340556,closed_100km,0.452229465379,-0.259088334482,0.869774965770,66.2610184784,83.9591399707,99.9999244295,0.508883036798,-0.207940190732,-0.853028380139,-50.0360289483,97.3736089383,99.9998653582,11.6096039312,0.0189638944787,-57209.8523740,56537.7817766,236.769416709
argus,2022-09-04T04:05:43Z,0.466948062955,-0.269268290132,0.893822140940,1.04377388605,52816.0769442,closed_100km,0.451339493386,-0.258624644671,0.870371759281,66.3258348945,83.9339073837,99.9999247427,0.508136098301,-0.207411358806,-0.853598114480,-50.0955632172,97.3911029679,99.9998654572,11.6733881967,0.0193163308702,-57208.3445326,56554.1213583,233.639026744
argus,2022-09-04T04:05:44Z,0.466019159228,-0.268785388209,0.894450329453,1.04377240505,52812.1680474,closed_100km,0.450448929401,-0.258160637375,0.870967394885,66.3906469201,83.9085618408,99.9999250560,0.507388694516,-0.206882308859,-0.854166819690,-50.1550858012,97.4086537768,99.9998655573,11.7376070081,0.0196755742140,-57206.7318614,56570.4051036,230.553734592
argus,2022-09-04T04:05:45Z,0.465089631987,-0.268302093771,0.895077283538,1.04377091491,52808.1980764,closed_100km,0.449557757170,-0.257696252769,0.871561898564,66.4554576917,83.8831078986,99.9999253695,0.506640194153,-0.206352652315,-0.854734960884,-50.2146453976,97.4262745492,99.9998656587,11.8022979846,0.0200420552053,-57205.0153678,56586.6457820,227.513154824
argus,2022-09-04T04:05:46Z,0.464159472657,-0.267818414873,0.895703081302,1.04376948090,52804.1568392,closed_100km,0.448665935262,-0.257231475989,0.872155295738,66.5202700490,83.8575429192,99.9999256830,0.505889771693,-0.205821964613,-0.855303121430,-50.2743035370,97.4439757013,99.9998657613,11.8674294165,0.0204156206786,-57203.1953756,56602.8571760,224.516919865
argus,2022-09-04T04:05:47Z,0.463228691288,-0.267334377777,0.896327566076,1.04376797981,52800.0640734,closed_100km,0.447773535792,-0.256766374634,0.872747529491,66.5850776785,83.8318641506,99.9999259967,0.505136531044,-0.205289830378,-0.855871918369,-50.3341257613,97.4617649087,99.9998658654,11.9330161238,0.0207964661748,-57201.2721296,56619.0525121,221.565080804
argus,2022-09-04T04:05:48Z,0.462297277831,-0.266849956303,0.896950894502,1.04376653492,52795.9005923,closed_100km,0.446880486515,-0.256300881154,0.873338656386,66.6498870120,83.8060724120,99.9999263104,0.504380398508,-0.204756163140,-0.856441403976,-50.3941183868,97.4796477185,99.9998659708,11.9990641595,0.0211847499794,-57199.2463007,56635.2340029,218.657117645
argus,2022-09-04T04:05:49Z,0.461365240862,-0.266365142481,0.897572988446,1.04376508094,52791.6771430,closed_100km,0.445986828590,-0.255835010393,0.873928650854,66.7146953427,83.7801684418,99.9999266242,0.503634636253,-0.204227732548,-0.857002226835,-50.4532951203,97.4974658837,99.9998660760,12.0655677285,0.0215805303693,-57197.1184882,56651.1826698,215.792923829
argus,2022-09-04T04:05:50Z,0.460432591462,-0.265879972946,0.898193845359,1.04376362992,52787.3919594,closed_100km,0.445092566544,-0.255368793247,0.874517501472,66.7795013523,83.7541480765,99.9999269381,0.502884043206,-0.203696804123,-0.857565115040,-50.5127864480,97.5153989411,99.9998661828,12.1325382335,0.0219840775692,-57194.8888624,56667.1495517,212.972321474
argus,2022-09-04T04:05:51Z,0.459499339240,-0.265394450097,0.898813541225,1.04376225204,52783.0342687,closed_100km,0.444197674344,-0.254902208033,0.875105227579,66.8443072921,83.7280106510,99.9999272521,0.502126963352,-0.203162513100,-0.858131212635,-50.5727151313,97.5334694368,99.9998662916,12.1999734632,0.0223953828283,-57192.5579256,56683.1611790,210.194982931
argus,2022-09-04T04:05:52Z,0.458565435717,-0.264908538321,0.899431928695,1.04376079006,52778.6291095,closed_100km,0.443302184161,-0.254435274287,0.875691807091,66.9091107740,83.7017555843,99.9999275661,0.501375933376,-0.202631266718,-0.858691721452,-50.6321500348,97.5515258676,99.9998664005,12.2678737938,0.0228146194808,-57190.1261830,56699.0125460,207.460774883
argus,2022-09-04T04:05:53Z,0.457630908683,-0.264422234365,0.900049081631,1.04375931898,52774.1651118,closed_100km,0.442406084824,-0.253967963249,0.876277253827,66.9739135094,83.6753842714,99.9999278802,0.500624628340,-0.202099802723,-0.859251094367,-50.6915619143,97.5696474062,99.9998665105,12.3362434129,0.0232419170819,-57187.5943244,56714.8084305,204.768137641
argus,2022-09-04T04:05:54Z,0.456695797012,-0.263935571565,0.900665071358,1.04375792582,52769.6288958,closed_100km,0.441509370291,-0.253500277295,0.876861569942,67.0387157906,83.6488949115,99.9999281943,0.499863006455,-0.201563000797,-0.859816320341,-50.7516946360,97.5879566407,99.9998666230,12.4050862913,0.0236774022752,-57184.9627464,56730.7098347,202.117121543
argus,2022-09-04T04:05:55Z,0.455760034040,-0.263448519967,0.901279752648,1.04375644852,52765.0460513,closed_100km,0.440612057111,-0.253032242661,0.877444739438,67.1035158258,83.6222848055,99.9999285085,0.499116396118,-0.201033796963,-0.860369762299,-50.8106714748,97.6061438606,99.9998667344,12.4744001832,0.0241212238744,-57182.2317767,56746.3098670,199.508439263
argus,2022-09-04T04:05:56Z,0.454823668249,-0.262961115261,0.901893272828,1.04375504450,52760.3921331,closed_100km,0.439714113590,-0.252563840153,0.878026783496,67.1683160690,83.5955524582,99.9999288227,0.498356359315,-0.200497677261,-0.860931195781,-50.8705986376,97.6245573680,99.9998668487,12.5441942374,0.0245735168841,-57179.4018361,56762.0638277,196.941755509
argus,2022-09-04T04:05:57Z,0.453886690030,-0.262473355136,0.902505555886,1.04375364332,52755.6785126,closed_100km,0.438815565412,-0.252095091421,0.878607682910,67.2331144071,83.5686964415,99.9999291370,0.497605970926,-0.199966414751,-0.861484611738,-50.9297684330,97.6429143516,99.9998669627,12.6144628203,0.0250343939987,-57176.4733786,56777.6043029,194.416908328
argus,2022-09-04T04:05:58Z,0.452949107960,-0.261985231630,0.903116523688,1.04375217909,52750.9160135,closed_100km,0.437916453106,-0.251626011063,0.879187413321,67.2979081987,83.5417174222,99.9999294512,0.496844614957,-0.199429499163,-0.862044270821,-50.9897051828,97.6614686460,99.9998670792,12.6852089549,0.0255039639951,-57173.4470672,56793.2572373,191.932025609
argus,2022-09-04T04:05:59Z,0.452010906450,-0.261496700249,0.903726334141,1.04375077045,52746.0863135,closed_100km,0.437016703061,-0.251156516415,0.879766034620,67.3627044558,83.5146177767,99.9999297655,0.496094272733,-0.198898059115,-0.862595023437,-51.0487866855,97.6799556656,99.9998671952,12.7564361564,0.0259823909237,-57170.3236277,56808.6795782,189.487262925
argus,2022-09-04T04:06:00Z,0.451072098054,-0.261007831872,0.904334906167,1.04374937052,52741.1968010,closed_100km,0.436116350532,-0.250686691114,0.880343505347,67.4274982863,83.4873895520,99.9999300798,0.495332003756,-0.198360488591,-0.863152643758,-51.1087047284,97.6986526037,99.9998673139,12.8281494612,0.0264698333707,-57167.1029661,56824.2273462,187.083559575
argus,2022-09-04T04:06:01Z,0.450132671692,-0.260518589948,0.904942242287,1.04374796752,52736.2497551,closed_100km,0.435215390482,-0.250216504103,0.880919836644,67.4922911499,83.4600348709,99.9999303941,0.494579206559,-0.197827644607,-0.863702442143,-51.1678815837,97.7172979680,99.9998674323,12.9003459265,0.0269664052369,-57163.7858396,56839.5691168,184.720595987
argus,2022-09-04T04:06:02Z,0.449192645548,-0.260028968864,0.905548340363,1.04374656608,52731.2449249,closed_100km,0.434313837966,-0.249745948482,0.881495022880,67.5570825520,83.4325547395,99.9999307085,0.493822197248,-0.197292543247,-0.864253812295,-51.2273268902,97.7360632893,99.9998675522,12.9730290637,0.0274722356330,-57160.3729279,56854.9177013,182.395309906
argus,2022-09-04T04:06:03Z,0.448252006979,-0.259538992614,0.906153201241,1.04374516745,52726.1821636,closed_100km,0.433411680209,-0.249275046713,0.882069063839,67.6218724025,83.4049442453,99.9999310228,0.493058099767,-0.196753747930,-0.864808688439,-51.2872511251,97.7549832917,99.9998676742,13.0462011741,0.0279874624185,-57156.8643769,56870.3151406,180.109950165
argus,2022-09-04T04:06:04Z,0.447310774170,-0.259048655587,0.906756822784,1.04374377618,52721.0612366,closed_100km,0.432508932329,-0.248803791932,0.882641953911,67.6866602031,83.3772043697,99.9999313370,0.492304489430,-0.196220179313,-0.865355103874,-51.3463614891,97.7738398802,99.9998677957,13.1198594551,0.0285122162140,-57153.2608729,56885.4942351,177.864525173
argus,2022-09-04T04:06:05Z,0.446368928937,-0.258557963479,0.907359207103,1.04374238772,52715.8829798,closed_100km,0.431605579038,-0.248332191041,0.883213698477,67.7514465652,83.3493317887,99.9999316513,0.491547516938,-0.195684804283,-0.865902494702,-51.4056770302,97.7928056690,99.9998679187,13.1940088863,0.0290466379863,-57149.5626997,56900.6659811,175.655997046
argus,2022-09-04T04:06:06Z,0.445426474316,-0.258066890036,0.907960277330,1.04374093000,52710.6592206,closed_100km,0.430701657799,-0.247860242834,0.883784279536,67.8162296004,83.3213287520,99.9999319655,0.490786576638,-0.195147293133,-0.866451261285,-51.4652423149,97.8118909758,99.9998680432,13.2686487032,0.0295908483140,-57145.7706906,56915.8394500,173.486269563
argus,2022-09-04T04:06:07Z,0.444483435063,-0.257575458288,0.908560184181,1.04373955038,52705.3671200,closed_100km,0.429797121231,-0.247387920409,0.884353727443,67.8810128563,83.2931931569,99.9999322797,0.490022976271,-0.194608294824,-0.867000508270,-51.5249612633,97.8310814354,99.9998681692,13.3437746554,0.0301448763082,-57141.8851822,56930.9948350,171.355051454
argus,2022-09-04T04:06:08Z,0.443539783387,-0.257083671585,0.909158853771,1.04373817360,52700.0185885,closed_100km,0.428891978960,-0.246915251910,0.884922029467,67.9457948422,83.2649212513,99.9999325939,0.489262748901,-0.194070899709,-0.867546160907,-51.5843907071,97.8502987697,99.9998682956,13.4194123166,0.0307092543564,-57137.9064661,56946.0415547,169.259516015
argus,2022-09-04T04:06:09Z,0.442595531932,-0.256591506019,0.909756285227,1.04373679841,52694.6143686,closed_100km,0.427986243548,-0.246442214885,0.885489185586,68.0105757663,83.2365156408,99.9999329080,0.488504919447,-0.193534573358,-0.868088900793,-51.6436035855,97.8695585353,99.9998684226,13.4955279329,0.0312835889177,-57133.8353684,56960.9961883,167.202365621
argus,2022-09-04T04:06:10Z,0.441650691780,-0.256098998227,0.910352476007,1.04373543631,52689.1528437,closed_100km,0.427079920127,-0.245968840585,0.886055184520,68.0753542646,83.2079717692,99.9999332220,0.487745280186,-0.192997209507,-0.868631551790,-51.7029077036,97.8889120029,99.9998685509,13.5721552072,0.0318685171085,-57129.6721203,56975.9200092,165.180722208
argus,2022-09-04T04:06:11Z,0.440705247783,-0.255606127614,0.910947351366,1.04373401059,52683.6463720,closed_100km,0.426173030548,-0.245495134498,0.886620014195,68.1401290361,83.1792896675,99.9999335360,0.486984425884,-0.192459101459,-0.869173712133,-51.7622595817,97.9083528422,99.9998686804,13.6492616424,0.0324636709738,-57125.4173686,56990.8043421,163.195891930
argus,2022-09-04T04:06:12Z,0.439759219155,-0.255112898903,0.911541063286,1.04373266313,52678.0730864,closed_100km,0.425265525612,-0.245021054467,0.887183709624,68.2049042679,83.1504688193,99.9999338499,0.486222696331,-0.191920390925,-0.869715158569,-51.8216349980,97.9278797959,99.9998688110,13.7268758455,0.0330695866777,-57121.0715643,57005.6451053,161.246467578
argus,2022-09-04T04:06:13Z,0.438812596291,-0.254619309795,0.912133535758,1.04373132301,52672.4443811,closed_100km,0.424357429833,-0.244546621618,0.887746253051,68.2696779432,83.1215075687,99.9999341638,0.485460307627,-0.191381194894,-0.870255743819,-51.8810179703,97.9474898893,99.9998689426,13.8049889579,0.0336862681407,-57116.6352228,57020.4388818,159.332370520
argus,2022-09-04T04:06:14Z,0.437865369583,-0.254125357997,0.912724692770,1.04372991921,52666.7716517,closed_100km,0.423448767429,-0.244071856939,0.888307627084,68.3344480702,83.0924042376,99.9999344775,0.484697286745,-0.190841536008,-0.870795447040,-51.9404063299,97.9671824204,99.9998690754,13.8835989457,0.0343138286081,-57112.1088699,57035.1849733,157.453167447
argus,2022-09-04T04:06:15Z,0.436917558247,-0.253631048224,0.913314686306,1.04372859382,52661.0330293,closed_100km,0.422539489636,-0.243596718471,0.888867866172,68.3992187968,83.0631582733,99.9999347912,0.483933412198,-0.190301270796,-0.871334420595,-51.9998169402,97.9869633709,99.9998692092,13.9627113479,0.0349524470947,-57107.4929450,57049.8875065,155.608388094
argus,2022-09-04T04:06:16Z,0.435969166791,-0.253136388491,0.913903360969,1.04372721473,52655.2495675,closed_100km,0.421629662973,-0.243121257031,0.889426924809,68.4639848184,83.0337681290,99.9999351048,0.483168380190,-0.189760270866,-0.871872857361,-52.0592713408,98.0068349690,99.9998693442,14.0423204585,0.0356022100071,-57102.7880982,57064.5498670,153.797375441
argus,2022-09-04T04:06:17Z,0.435020162917,-0.252641374185,0.914490798258,1.04372583861,52649.4124169,closed_100km,0.420719229634,-0.242645449574,0.889984836463,68.5287500613,83.0042300590,99.9999354183,0.482401593532,-0.189218227087,-0.872411148320,-52.1188131036,98.0268061149,99.9998694805,14.1224316709,0.0362632945323,-57097.9944959,57079.1804835,152.020461640
argus,2022-09-04T04:06:18Z,0.434070582992,-0.252145994044,0.915076993909,1.04372447423,52643.5209039,closed_100km,0.419808220282,-0.242169282553,0.890541590166,68.5935134603,82.9745471780,99.9999357317,0.481635684167,-0.188676437705,-0.872947567096,-52.1782512873,98.0468458356,99.9998696175,14.2030434458,0.0369358272010,-57093.1130676,57093.7435429,150.275634051
argus,2022-09-04T04:06:19Z,0.433120432556,-0.251650266407,0.915661946650,1.04372312719,52637.5744172,closed_100km,0.418896637610,-0.241692771702,0.891097180257,68.6582743474,82.9447164289,99.9999360449,0.480875624783,-0.188137431878,-0.873478861467,-52.2372241945,98.0668877688,99.9998697546,14.2841544075,0.0376199385989,-57088.1441951,57108.1702355,148.564395527
argus,2022-09-04T04:06:20Z,0.432169693427,-0.251154196969,0.916245658591,1.04372179313,52631.5737621,closed_100km,0.417984466172,-0.241215923828,0.891651611988,68.7230333285,82.9147341624,99.9999363581,0.480111894804,-0.187596397748,-0.874011278213,-52.2964245516,98.0870565903,99.9998698932,14.3657675453,0.0383157811411,-57083.0881666,57122.5927831,146.884425139
argus,2022-09-04T04:06:21Z,0.431218354524,-0.250657749178,0.916828132245,1.04372046094,52625.5210989,closed_100km,0.417071700352,-0.240738707527,0.892204896219,68.7877918918,82.8846023705,99.9999366711,0.479344326359,-0.187053215505,-0.874544918756,-52.3558648853,98.1073585037,99.9998700334,14.4478842959,0.0390234973907,-57077.9457264,57137.0138420,145.236291130
argus,2022-09-04T04:06:22Z,0.430266450653,-0.250160972315,0.917409361689,1.04371915166,52619.4134967,closed_100km,0.416158363830,-0.240261163220,0.892757010887,68.8525473666,82.8543167764,99.9999369840,0.478572892101,-0.186507905589,-0.875079777347,-52.4155459492,98.1277918931,99.9998701752,14.5305021542,0.0397432096609,-57072.7172384,57151.4318745,143.619934616
argus,2022-09-04T04:06:23Z,0.429313942942,-0.249663833153,0.917989275560,1.04371777854,52613.2646792,closed_100km,0.415244459171,-0.239783286909,0.893307955778,68.9172998125,82.8238766801,99.9999372967,0.477812546436,-0.185968011839,-0.875606146365,-52.4743831546,98.1481596201,99.9998703161,14.6136184626,0.0404750562739,-57067.4032785,57165.6449461,142.033308979
argus,2022-09-04T04:06:24Z,0.428360864722,-0.249166346708,0.918567946458,1.04371642270,52607.0624870,closed_100km,0.414329980784,-0.239305066882,0.893857736486,68.9820499957,82.7932815816,99.9999376093,0.477044944640,-0.185424242897,-0.876135947704,-52.5337080408,98.1687074879,99.9998704591,14.6972371599,0.0412191823528,-57062.0044111,57179.9023266,140.477132873
argus,2022-09-04T04:06:25Z,0.427407215995,-0.248668513024,0.919145374371,1.04371508415,52600.8072463,closed_100km,0.413414928636,-0.238826503186,0.894406352861,69.0467979616,82.7625300068,99.9999379217,0.476272380090,-0.184877765845,-0.876667667852,-52.5933533844,98.1894055621,99.9998706040,14.7813580361,0.0419757315641,-57056.5211470,57194.1715841,138.950975622
argus,2022-09-04T04:06:26Z,0.426452991221,-0.248170313845,0.919721560546,1.04371375737,52594.5001891,closed_100km,0.412499299845,-0.238347580106,0.894953810228,69.1115444795,82.7316221918,99.9999382340,0.475510763385,-0.184336580868,-0.877191054778,-52.6521679805,98.2100437882,99.9998707479,14.8659790745,0.0427448526178,-57050.9541137,57208.2423555,137.453868385
argus,2022-09-04T04:06:27Z,0.425498201479,-0.247671785809,0.920296502451,1.04371245339,52588.1398266,closed_100km,0.411583100051,-0.237868329198,0.895500097468,69.1762881452,82.7005531722,99.9999385461,0.474736551288,-0.183788837956,-0.877721265925,-52.7118551596,98.2309356688,99.9998708949,14.9511026828,0.0435266776629,-57045.3035914,57222.4256055,135.984927187
argus,2022-09-04T04:06:28Z,0.424542817508,-0.247172898015,0.920870204720,1.04371115705,52581.7287459,closed_100km,0.410666307983,-0.237388725667,0.896045230685,69.2410310129,82.6693225550,99.9999388580,0.473973554883,-0.183246529817,-0.878243003769,-52.7706931278,98.2517630693,99.9998710409,15.0367270580,0.0443213683167,-57039.5700983,57236.4083906,134.544304394
argus,2022-09-04T04:06:29Z,0.423586858964,-0.246673679126,0.921442586696,1.04370981199,52575.2760965,closed_100km,0.409748968004,-0.236908814849,0.896589177536,69.3057691644,82.6379272215,99.9999391698,0.473198904559,-0.182698143185,-0.878770923645,-52.8303344351,98.2728332872,99.9998711899,15.1228511065,0.0451290283224,-57033.7542040,57250.4893113,133.131483775
argus,2022-09-04T04:06:30Z,0.422630352164,-0.246174091584,0.922013800757,1.04370855449,52568.7613839,closed_100km,0.408831043440,-0.236428517597,0.897131975376,69.3705074417,82.6063722331,99.9999394814,0.472434982439,-0.182154888675,-0.879290729994,-52.8891641438,98.2938501530,99.9998713378,15.2094765390,0.0459498554805,-57027.8567593,57264.3798721,131.745780088
argus,2022-09-04T04:06:31Z,0.421673252609,-0.245674178685,0.922583696628,1.04370724407,52562.2062087,closed_100km,0.407912555208,-0.235947919765,0.897673592002,69.4352416590,82.5746470258,99.9999397927,0.471658598017,-0.181605160460,-0.879817193919,-52.9488541821,98.3151220516,99.9998714890,15.2966019589,0.0467839459394,-57021.8777227,57278.3767522,130.386699953
argus,2022-09-04T04:06:32Z,0.420715591126,-0.245173910873,0.923152271303,1.04370588348,52555.6109023,closed_100km,0.406993531256,-0.235466992155,0.898214022357,69.4999714837,82.5427564116,99.9999401039,0.470893830770,-0.181061037389,-0.880335007447,-53.0076690301,98.3363258952,99.9998716389,15.3842226591,0.0476314481287,-57015.8181854,57292.1728659,129.053592857
argus,2022-09-04T04:06:33Z,0.419757363205,-0.244673280186,0.923719680153,1.04370460644,52548.9549532,closed_100km,0.406073907079,-0.234985684918,0.898753308375,69.5647021164,82.5106990037,99.9999404149,0.470118390179,-0.180511264279,-0.880858325484,-53.0672159915,98.3577693238,99.9998717917,15.4723486901,0.0484925718063,-57009.6784172,57306.0533469,127.745785222
argus,2022-09-04T04:06:34Z,0.418798566254,-0.244172336920,0.924285767391,1.04370328591,52542.2582011,closed_100km,0.405153737253,-0.234504086209,0.899291402362,69.6294275496,82.4784670489,99.9999407256,0.469346053085,-0.179962846613,-0.881378397515,-53.1265008705,98.3792583004,99.9998719449,15.5609696481,0.0493673946266,-57003.4587396,57319.8408491,126.463074577
argus,2022-09-04T04:06:35Z,0.417839202866,-0.243671030863,0.924850688779,1.04370204909,52535.5014587,closed_100km,0.404232967243,-0.234022108008,0.899828351456,69.6941538593,82.4460649805,99.9999410362,0.468580068001,-0.179417333818,-0.881893213676,-53.1852924718,98.4007552243,99.9998720978,15.6500926563,0.0502561441092,-56997.1598647,57333.4985673,125.204806310
argus,2022-09-04T04:06:36Z,0.416879273485,-0.243169386046,0.925414211666,1.04370069566,52528.7161085,closed_100km,0.403311686674,-0.233539836113,0.900364093201,69.7588733241,82.4134887055,99.9999413465,0.467802911442,-0.178865971596,-0.882413788261,-53.2448494753,98.4224973986,99.9998722537,15.7397099466,0.0511588708694,-56990.7825400,57347.2427876,123.970590177
argus,2022-09-04T04:06:37Z,0.415918788749,-0.242667415120,0.925976566161,1.04369943675,52521.8696767,closed_100km,0.402389811786,-0.233057216478,0.900898678845,69.8235922767,82.3807353821,99.9999416566,0.467029997570,-0.178319612057,-0.882929801859,-53.3039966779,98.4439966574,99.9998724095,15.8298260745,0.0520758258821,-56984.3268447,57360.7814787,122.759782363
argus,2022-09-04T04:06:38Z,0.414957742087,-0.242165089541,0.926537599388,1.04369812752,52514.9851038,closed_100km,0.401467400391,-0.232574267072,0.901432077848,69.8883071227,82.3478065970,99.9999419664,0.466250631746,-0.177780026725,-0.883446531007,-53.3633482538,98.4647642795,99.9998725668,15.9204333295,0.0530071132678,-56977.7937894,57374.0149253,121.571831351
argus,2022-09-04T04:06:39Z,0.413996124923,-0.241662417323,0.927097389459,1.04369683574,52508.0520618,closed_100km,0.400544414164,-0.232090974336,0.901964310554,69.9530203668,82.3146986234,99.9999422760,0.465471153710,-0.177245857768,-0.883960926767,-53.4225478803,98.4851140448,99.9998727247,16.0115366184,0.0539529307758,-56971.1835906,57387.0117627,120.406083986
argus,2022-09-04T04:06:40Z,0.413033960982,-0.241159411154,0.927655932979,1.04369557080,52501.0696000,closed_100km,0.399620871743,-0.231607347567,0.902495366140,70.0177307477,82.2814103099,99.9999425854,0.464692745687,-0.176716288468,-0.884472548232,-53.4815418972,98.5051534311,99.9998728831,16.1031339344,0.0549134180207,-56964.4969030,57399.8034146,119.262211746
argus,2022-09-04T04:06:41Z,0.412071232081,-0.240656076728,0.928213232061,1.04369432869,52494.0384730,closed_100km,0.398696757449,-0.231123393425,0.903025249646,70.0824388610,82.2479374325,99.9999428945,0.463901060721,-0.176187822752,-0.884989566937,-53.5412786724,98.5247515354,99.9998730445,16.1952304277,0.0558887843738,-56957.7340177,57412.4413507,118.139784690
argus,2022-09-04T04:06:42Z,0.411107959438,-0.240152382174,0.928769207699,1.04369304019,52486.9701286,closed_100km,0.397772121753,-0.230639102891,0.903553941042,70.1471424885,82.2142843849,99.9999432033,0.463107832658,-0.175672272579,-0.885503522264,-53.6007909724,98.5432110454,99.9998732062,16.2878259738,0.0568792358093,-56950.8961215,57424.5916257,117.038613093
argus,2022-09-04T04:06:43Z,0.410144127377,-0.239648377748,0.929323937620,1.04369177980,52479.8529392,closed_100km,0.396846917056,-0.230154500912,0.904081454772,70.2118431892,82.1804412984,99.9999435118,0.462312741122,-0.175164448031,-0.886015622697,-53.6602106493,98.5609828003,99.9998733687,16.3809185156,0.0578849048415,-56943.9829841,57436.4202713,115.957961861
argus,2022-09-04T04:06:44Z,0.409179724817,-0.239144026898,0.929877424326,1.04369053702,52472.6889459,closed_100km,0.395921137189,-0.229669555742,0.904607801356,70.2765424746,82.1464098772,99.9999438201,0.461511581437,-0.174665791676,-0.886527769947,-53.7197630807,98.5778044200,99.9998735325,16.4745054027,0.0589059641849,-56936.9953381,57447.8607583,114.897023448
argus,2022-09-04T04:06:45Z,0.408214784057,-0.238639334349,0.930429586294,1.04368925302,52465.4879009,closed_100km,0.394994838573,-0.229184290070,0.905132950316,70.3412366648,82.1121908944,99.9999441281,0.460704222735,-0.174175714485,-0.887040145266,-53.7794693248,98.5937211289,99.9998736978,16.5685848607,0.0599425531559,-56929.9341762,57458.9298488,113.855932638
