model,time_utc,elfin_x_gsm_re,elfin_y_gsm_re,elfin_z_gsm_re,elfin_r_re,elfin_b_tot_nt,field_line_type,fp_north_x_gsm_re,fp_north_y_gsm_re,fp_north_z_gsm_re,fp_north_lat_deg,fp_north_lon_deg,fp_north_alt_km,fp_south_x_gsm_re,fp_south_y_gsm_re,fp_south_z_gsm_re,fp_south_lat_deg,fp_south_lon_deg,fp_south_alt_km,field_line_len_re,flux_tube_vol_re_nt,b_normal_north_nt,b_normal_south_nt,min_b_tot_nt
argus,2022-09-04T04:37:01Z,-0.922419362894,0.486052700544,-0.0859652251453,1.04618102099,23967.9429210,closed_100km,-0.897748720380,0.458903360689,0.131545608620,0.788868351855,-96.3762346764,99.9999998951,-0.872219162726,0.475099821799,-0.215989379375,-18.9318832850,-98.9235695758,99.9999478433,0.365041889878,1.45254762950e-05,-9472.40069525,8823.98516173,23948.1153750
argus,2022-09-04T04:37:02Z,-0.922330006673,0.486010059369,-0.0871808520651,1.04618302413,23964.4083008,closed_100km,-0.897760376710,0.458794929628,0.131843729486,0.805927949584,-96.3737481783,99.9999998905,-0.872196750446,0.475019714475,-0.216253369356,-18.9470273437,-98.9251872488,99.9999477723,0.365683484833,1.45532079034e-05,-9489.54680785,8836.42739844,23940.7320028
argus,2022-09-04T04:37:03Z,-0.922239431468,0.485966629701,-0.0883963491148,1.04618499735,23960.9768862,closed_100km,-0.897774565032,0.458689272184,0.132114270410,0.821415843975,-96.3714120606,99.9999998863,-0.872172544698,0.474939196409,-0.216525054289,-18.9626165891,-98.9268601365,99.9999476992,0.366309253203,1.45805460891e-05,-9505.12558076,8849.23422643,23933.4555990
argus,2022-09-04T04:37:04Z,-0.922147611215,0.485922580695,-0.0896117373222,1.04618699799,23957.6455161,closed_100km,-0.897790154586,0.458585244672,0.132369030836,0.836004727964,-96.3691652234,99.9999998822,-0.872144949452,0.474858217324,-0.216810872218,-18.9790218707,-98.9286525630,99.9999476223,0.366936595143,1.46081160982e-05,-9519.80759634,8862.71544979,23926.2829051
argus,2022-09-04T04:37:05Z,-0.922054521376,0.485877838890,-0.0908270011214,1.04618896900,23954.4177549,closed_100km,-0.897803418294,0.458478291584,0.132649052342,0.852033279142,-96.3667607020,99.9999998777,-0.872114109641,0.474776737800,-0.217110274489,-18.9962118744,-98.9305565445,99.9999475416,0.367604051559,1.46372567185e-05,-9535.93023048,8876.84384441,23919.2175799
argus,2022-09-04T04:37:06Z,-0.921960237093,0.485832382067,-0.0920421505189,1.04619096714,23951.2892500,closed_100km,-0.897814265041,0.458368250760,0.132955341446,0.869558889532,-96.3641898393,99.9999998726,-0.872080087616,0.474694716598,-0.217423044728,-19.0141744217,-98.9325674642,99.9999474573,0.368312465773,1.46680001306e-05,-9553.55151012,8891.60818967,23911.2301285
argus,2022-09-04T04:37:07Z,-0.921864680825,0.485786232278,-0.0932571564510,1.04619293175,23948.2644810,closed_100km,-0.897822580259,0.458255073219,0.133288648311,0.888624634883,-96.3614509596,99.9999998669,-0.872042975760,0.474612206775,-0.217748642512,-19.0328783466,-98.9346836945,99.9999473695,0.369062008603,1.47003484850e-05,-9572.71440766,8906.98280100,23902.4491610
argus,2022-09-04T04:37:08Z,-0.921767879511,0.485739463164,-0.0944720534483,1.04619492383,23945.3393739,closed_100km,-0.897833479260,0.458144933585,0.133593264702,0.906055665207,-96.3588775168,99.9999998617,-0.872002779778,0.474529255517,-0.218086884237,-19.0523130473,-98.9369069644,99.9999472782,0.369799514902,1.47324543085e-05,-9590.24548256,8922.95913023,23893.7736964
argus,2022-09-04T04:37:09Z,-0.921669806214,0.485692001093,-0.0956868069333,1.04619688235,23942.5178031,closed_100km,-0.897845738952,0.458036297861,0.133882834690,0.922629356305,-96.3563860330,99.9999998566,-0.871959632087,0.474445823729,-0.218437269751,-19.0724500028,-98.9392298307,99.9999471836,0.370537293551,1.47647400497e-05,-9606.92180341,8939.51229691,23885.2078332
argus,2022-09-04T04:37:10Z,-0.921570536074,0.485643823844,-0.0969014269117,1.04619886405,23939.7954092,closed_100km,-0.897855560084,0.457924590443,0.134198464423,0.940688582791,-96.3537300315,99.9999998509,-0.871913582804,0.474361868767,-0.218799632392,-19.0932799072,-98.9416481235,99.9999470857,0.371314409653,1.47985678058e-05,-9625.08565699,8956.63345435,23876.7473150
argus,2022-09-04T04:37:11Z,-0.921469996351,0.485594953819,-0.0981159223369,1.04620081608,23937.1760167,closed_100km,-0.897862827008,0.457809756773,0.134540918934,0.960277270896,-96.3509075393,99.9999998446,-0.871875514545,0.474278812641,-0.219127980383,-19.1121492176,-98.9437723837,99.9999469970,0.372087171631,1.48322825073e-05,-9644.78091332,8972.12367240,23868.3958933
argus,2022-09-04T04:37:12Z,-0.921368187045,0.485545391020,-0.0993302931844,1.04620273847,23934.6595189,closed_100km,-0.897867425626,0.457691681501,0.134911134881,0.981449030010,-96.3479130135,99.9999998377,-0.871835273875,0.474195376361,-0.219465162666,-19.1315298955,-98.9459682298,99.9999469059,0.372897986000,1.48674866663e-05,-9666.06153379,8988.03238220,23859.8836375
argus,2022-09-04T04:37:13Z,-0.921265200638,0.485495186173,-0.100544507986,1.04620473321,23932.2388882,closed_100km,-0.897875985097,0.457578180715,0.135238496858,1.00017833247,-96.3451652016,99.9999998314,-0.871791909117,0.474111448668,-0.219815113251,-19.1516490209,-98.9482701514,99.9999468113,0.373683540069,1.49019958030e-05,-9684.90273433,9004.54752031,23849.8206026
argus,2022-09-04T04:37:14Z,-0.921160944648,0.485444288560,-0.101758598163,1.04620669829,23929.9209375,closed_100km,-0.897884616431,0.457464664141,0.135564545882,1.01883319362,-96.3424179066,99.9999998251,-0.871745559411,0.474027028603,-0.220177225490,-19.1724718023,-98.9506721489,99.9999467133,0.374482547026,1.49371477546e-05,-9703.67189290,9021.63955601,23839.8687483
argus,2022-09-04T04:37:15Z,-0.921055416677,0.485392698014,-0.102972544683,1.04620862969,23927.7058801,closed_100km,-0.897890663337,0.457348031213,0.135917250210,1.03900822758,-96.3395057400,99.9999998181,-0.871696292880,0.473942121866,-0.220551158461,-19.1939787274,-98.9531714837,99.9999466120,0.375321319433,1.49738565316e-05,-9723.96363263,9039.29184818,23830.0284735
argus,2022-09-04T04:37:16Z,-0.920948714004,0.485340465604,-0.104186354095,1.04621063738,23925.5860405,closed_100km,-0.897893980121,0.457228143226,0.136297817867,1.06077255782,-96.3364220347,99.9999998104,-0.871644097721,0.473856732624,-0.220936887156,-19.2161684889,-98.9557686737,99.9999465075,0.376201141901,1.50121726494e-05,-9745.84738302,9057.50295039,23820.2922603
argus,2022-09-04T04:37:17Z,-0.920840739352,0.485287540268,-0.105400019803,1.04621261136,23923.5688709,closed_100km,-0.897894474621,0.457104903273,0.136706934918,1.08416553305,-96.3331622975,99.9999998020,-0.871589108362,0.473770863003,-0.221333818689,-19.2390070736,-98.9584580629,99.9999463999,0.377122034955,1.50520910077e-05,-9769.36297667,9076.24404458,23810.6675553
argus,2022-09-04T04:37:18Z,-0.920731470581,0.485233848721,-0.106613545234,1.04621449851,23921.6575584,closed_100km,-0.897901625117,0.456989220748,0.137045986623,1.10356376728,-96.3303058471,99.9999997948,-0.871531440169,0.473684468432,-0.221741535665,-19.2624707406,-98.9612326819,99.9999462893,0.377989715638,1.50903344995e-05,-9788.88636356,9095.49418951,23801.1575969
argus,2022-09-04T04:37:19Z,-0.920621046849,0.485179588443,-0.107826911026,1.04621651090,23919.8381454,closed_100km,-0.897906253439,0.456870631826,0.137410220975,1.12439878624,-96.3272974336,99.9999997870,-0.871470960585,0.473597648978,-0.222160280065,-19.2865732272,-98.9641024059,99.9999461757,0.378895101731,1.51300685182e-05,-9809.84892235,9115.26598751,23790.2861145
argus,2022-09-04T04:37:20Z,-0.920509329000,0.485124561962,-0.109040136493,1.04621843645,23918.1243539,closed_100km,-0.897908181583,0.456748779202,0.137801771803,1.14679216694,-96.3241176697,99.9999997784,-0.871409545170,0.473510524697,-0.222582461064,-19.3108768287,-98.9669946416,99.9999460611,0.379832733371,1.51710728802e-05,-9832.37360813,9135.19540082,23779.0748953
argus,2022-09-04T04:37:21Z,-0.920396434051,0.485068893468,-0.110253205727,1.04622043404,23916.5055307,closed_100km,-0.897907216535,0.456623555779,0.138222003171,1.17082214602,-96.3207622359,99.9999997690,-0.871354416311,0.473424119504,-0.222977950855,-19.3336416570,-98.9696559821,99.9999459537,0.380775101638,1.52123128969e-05,-9856.53857502,9153.84578690,23767.9704912
argus,2022-09-04T04:37:22Z,-0.920282194383,0.485012554465,-0.111466140116,1.04622234524,23914.9927246,closed_100km,-0.897906720668,0.456498874423,0.138636021786,1.19449886316,-96.3174386139,99.9999997596,-0.871296465273,0.473337266397,-0.223384540264,-19.3570496021,-98.9724117826,99.9999458432,0.381725444320,1.52540082664e-05,-9880.35296240,9173.02093197,23756.9835589
argus,2022-09-04T04:37:23Z,-0.920166828221,0.484955477772,-0.112678912693,1.04622432802,23913.5740079,closed_100km,-0.897909841648,0.456378134427,0.139012429645,1.21603092675,-96.3143244037,99.9999997509,-0.871235713244,0.473249835597,-0.223802356391,-19.3811086053,-98.9752551233,99.9999457296,0.382654077336,1.52951363025e-05,-9902.02509913,9192.72502687,23746.1029573
argus,2022-09-04T04:37:24Z,-0.920050114940,0.484897730410,-0.113891531370,1.04622622022,23912.2613867,closed_100km,-0.897910167688,0.456254215383,0.139416088617,1.23911836684,-96.3110455514,99.9999997413,-0.871172255970,0.473161964411,-0.224230678395,-19.4057767870,-98.9781880953,99.9999456131,0.383621743290,1.53377932608e-05,-9925.25612678,9212.92482310,23735.3402167
argus,2022-09-04T04:37:25Z,-0.919932224562,0.484839341053,-0.115103993719,1.04622818438,23911.0432513,closed_100km,-0.897907551571,0.456126920734,0.139848337592,1.26383772941,-96.3075921415,99.9999997309,-0.871106060360,0.473073611764,-0.224669656368,-19.4310631009,-98.9812100501,99.9999454936,0.384630078050,1.53820450166e-05,-9950.12336411,9233.62672641,23723.9178979
argus,2022-09-04T04:37:26Z,-0.919813062207,0.484780258809,-0.116316312148,1.04623011485,23909.9267044,closed_100km,-0.897901889647,0.455996143410,0.140309911684,1.29023122693,-96.3039593104,99.9999997196,-0.871037248654,0.472984776785,-0.225118758547,-19.4569370535,-98.9843157243,99.9999453713,0.385679219990,1.54278910919e-05,-9976.66960751,9254.80486264,23711.4622546
argus,2022-09-04T04:37:27Z,-0.919692698218,0.484720461121,-0.117528458640,1.04623205991,23908.9080044,closed_100km,-0.897901488369,0.455871190489,0.140717473290,1.31354419397,-96.3006341572,99.9999997093,-0.870965862084,0.472895419483,-0.225577847075,-19.4833909964,-98.9875014384,99.9999452462,0.386689980571,1.54725915709e-05,-10000.1361504,9276.45180808,23699.1196853
argus,2022-09-04T04:37:28Z,-0.919571081992,0.484660043678,-0.118740438709,1.04623401998,23907.9876759,closed_100km,-0.897900008608,0.455745057403,0.141134401531,1.33739271515,-96.2972505138,99.9999996987,-0.870891900207,0.472805632766,-0.226046667552,-19.5104100897,-98.9907712737,99.9999451183,0.387722131325,1.55182138105e-05,-10024.1413514,9298.55620883,23686.8905743
argus,2022-09-04T04:37:29Z,-0.919448193791,0.484598933362,-0.119952274786,1.04623594638,23907.1685528,closed_100km,-0.897895559317,0.455615556316,0.141579623416,1.36285674948,-96.2936940613,99.9999996871,-0.870815462769,0.472715368706,-0.226524875972,-19.5379748251,-98.9941187731,99.9999449879,0.388793304108,1.55653663956e-05,-10049.7670623,9321.10064355,23674.7776562
argus,2022-09-04T04:37:30Z,-0.919324101558,0.484537107449,-0.121163919845,1.04623788293,23912.8913816,closed_100km,-0.897883137036,0.455484236995,0.142079485079,1.39145418526,-96.2900967066,99.9999996739,-0.870729897514,0.472624382895,-0.227038188398,-19.5675694322,-98.9978076588,99.9999448477,0.389955180719,1.56119919957e-05,-10077.8777667,9344.65020663,23669.3510933
argus,2022-09-04T04:37:31Z,-0.919198810091,0.484474566278,-0.122375411879,1.04623983831,23912.2642252,closed_100km,-0.897876447188,0.455352093506,0.142544030616,1.41802345472,-96.2864093178,99.9999996613,-0.870652029560,0.472533563726,-0.227520759859,-19.5953932961,-99.0011826132,99.9999447159,0.391055420805,1.56604617434e-05,-10104.6161153,9367.38460499,23657.3655695
argus,2022-09-04T04:37:32Z,-0.919072193648,0.484411427767,-0.123586746382,1.04624175618,23911.7388251,closed_100km,-0.897872975446,0.455223631336,0.142975047407,1.44268073816,-96.2829172751,99.9999996494,-0.870577776989,0.472443207744,-0.227987625510,-19.6223121976,-99.0044261832,99.9999445884,0.392111942077,1.57075269983e-05,-10129.4425173,9389.36585612,23643.6871428
argus,2022-09-04T04:37:33Z,-0.918944375573,0.484347573840,-0.124797908803,1.04624368850,23911.3104439,closed_100km,-0.897866476293,0.455091732530,0.143434468520,1.46896030648,-96.2792499798,99.9999996366,-0.870500950090,0.472352317923,-0.228464291418,-19.6498009443,-99.0077487303,99.9999444581,0.393208072923,1.57561490082e-05,-10155.8971201,9411.80582241,23630.1244881
argus,2022-09-04T04:37:34Z,-0.918815355868,0.484283004503,-0.126008899118,1.04624563525,23910.9789436,closed_100km,-0.897856811546,0.454956270280,0.143923271949,1.49691831415,-96.2754017668,99.9999996226,-0.870421595673,0.472260895991,-0.228950513583,-19.6778456183,-99.0111482440,99.9999443251,0.394344567761,1.58063543487e-05,-10184.0366356,9434.69251596,23616.6775884
argus,2022-09-04T04:37:35Z,-0.918685081528,0.484217815280,-0.127219703840,1.04624759245,23910.7451805,closed_100km,-0.897844251027,0.454817708564,0.144438012774,1.52635874589,-96.2713985554,99.9999996076,-0.870339714554,0.472169036898,-0.229446031656,-19.7064310253,-99.0146288635,99.9999441894,0.395517979294,1.58580239728e-05,-10213.6644201,9458.01434899,23603.3473200
argus,2022-09-04T04:37:36Z,-0.918553532817,0.484151933052,-0.128430345393,1.04624951161,23910.6119682,closed_100km,-0.897838663511,0.454686760944,0.144883776088,1.55186296625,-96.2677913104,99.9999995944,-0.870255404430,0.472076692656,-0.229950513869,-19.7355383561,-99.0181842217,99.9999440513,0.396637995675,1.59080372949e-05,-10239.3530608,9481.75450910,23590.1363645
argus,2022-09-04T04:37:37Z,-0.918420782476,0.484085335429,-0.129640814767,1.04625144517,23910.5752212,closed_100km,-0.897829975119,0.454552352624,0.145357986654,1.57899253125,-96.2640091818,99.9999995801,-0.870168695265,0.471983820333,-0.230463873344,-19.7651629139,-99.0218109759,99.9999439106,0.397796748431,1.59595760663e-05,-10266.6736658,9505.90799667,23577.0410989
argus,2022-09-04T04:37:38Z,-0.918286755364,0.484018044645,-0.130851101914,1.04625333619,23910.6390669,closed_100km,-0.897818037658,0.454414413127,0.145861485653,1.60779594597,-96.2600499610,99.9999995647,-0.870079640745,0.471890467253,-0.230985751715,-19.7952840109,-99.0255089251,99.9999437675,0.398994695080,1.60126533814e-05,-10295.6749390,9530.45794091,23562.6750401
argus,2022-09-04T04:37:39Z,-0.918151476020,0.483950134161,-0.132061222385,1.04625524215,23910.7997746,closed_100km,-0.897802660457,0.454272837858,0.146395450418,1.63834096739,-96.2559098631,99.9999995480,-0.869988216199,0.471796679114,-0.231516087933,-19.8258981236,-99.0292810282,99.9999436221,0.400233026866,1.60673142594e-05,-10326.4248726,9555.40171285,23547.9139691
argus,2022-09-04T04:37:40Z,-0.918014992648,0.483881508134,-0.133271151596,1.04625715792,23911.0568452,closed_100km,-0.897792292260,0.454136608143,0.146880252022,1.66608022866,-96.2520467865,99.9999995326,-0.869894510017,0.471702367826,-0.232054670013,-19.8569934929,-99.0331194783,99.9999434742,0.401436218323,1.61209555799e-05,-10354.3675766,9580.72775243,23533.2721462
argus,2022-09-04T04:37:41Z,-0.917877307648,0.483812166734,-0.134480908531,1.04625908805,23911.4098086,closed_100km,-0.897781228324,0.453999568048,0.147370049634,1.69410631214,-96.2481458812,99.9999995168,-0.869798553212,0.471607531754,-0.232601325909,-19.8885603559,-99.0370227808,99.9999433241,0.402655191994,1.61753309779e-05,-10382.6016934,9606.42751433,23518.7490168
argus,2022-09-04T04:37:42Z,-0.917738365617,0.483742205321,-0.135690460703,1.04626102387,23911.8598537,closed_100km,-0.897766792619,0.453859003944,0.147889332162,1.72381831058,-96.2440706261,99.9999994997,-0.869700339459,0.471512267119,-0.233155826304,-19.9205852923,-99.0409954559,99.9999431717,0.403912933022,1.62312321729e-05,-10412.5288692,9632.49096136,23504.3459955
argus,2022-09-04T04:37:43Z,-0.917598149218,0.483671550938,-0.136899849537,1.04626292175,23912.4094508,closed_100km,-0.897748868757,0.453714738311,0.148439022311,1.75526916538,-96.2398123824,99.9999994813,-0.869602918199,0.471416958087,-0.233706103753,-19.9523701691,-99.0449296460,99.9999430204,0.405198765092,1.62882542591e-05,-10444.2031730,9658.34494349,23490.0651709
argus,2022-09-04T04:37:44Z,-0.917456726393,0.483600180870,-0.138109028007,1.04626482468,23913.0551479,closed_100km,-0.897733783092,0.453573451857,0.148960394899,1.78510439300,-96.2357095196,99.9999994635,-0.869508641107,0.471321916771,-0.234242918676,-19.9833801352,-99.0487431240,99.9999428728,0.406448461448,1.63441624097e-05,-10474.2624288,9683.55131682,23475.0819069
argus,2022-09-04T04:37:45Z,-0.917314051337,0.483528191136,-0.139318039660,1.04626674256,23913.7968434,closed_100km,-0.897720106384,0.453433749571,0.149466555680,1.81407265984,-96.2316918364,99.9999994460,-0.869411983547,0.471226427703,-0.234788058243,-20.0148760373,-99.0526301375,99.9999427227,0.407695198367,1.64001655312e-05,-10503.4559314,9709.14407672,23459.1426313
argus,2022-09-04T04:37:46Z,-0.917170169857,0.483455485727,-0.140526840901,1.04626866539,23914.6343404,closed_100km,-0.897703013089,0.453290399913,0.150002294628,1.84473262444,-96.2274942814,99.9999994271,-0.869313038338,0.471130405250,-0.235341291473,-20.0468450083,-99.0565828094,99.9999425704,0.408981074723,1.64577118055e-05,-10534.3498603,9735.11079292,23443.3263498
argus,2022-09-04T04:37:47Z,-0.917025014010,0.483382087372,-0.141735478708,1.04627055040,23915.5707929,closed_100km,-0.897682335251,0.453143310811,0.150568559335,1.87713896627,-96.2231137402,99.9999994069,-0.869211842126,0.471033889576,-0.235902344928,-20.0792712764,-99.0606013371,99.9999424158,0.410306763630,1.65168232526e-05,-10566.9992635,9761.43861756,23427.6354106
argus,2022-09-04T04:37:48Z,-0.916878673876,0.483308046647,-0.142943902625,1.04627249312,23916.5994894,closed_100km,-0.897662998166,0.452997678575,0.151120233000,1.90871391085,-96.2188119075,99.9999993868,-0.869108368278,0.470936888846,-0.236471240557,-20.1121562485,-99.0646870504,99.9999422589,0.411629873477,1.65760492334e-05,-10598.8192065,9788.12843055,23412.0642726
argus,2022-09-04T04:37:49Z,-0.916731054578,0.483233312658,-0.144152125045,1.04627438851,23917.7274859,closed_100km,-0.897646562251,0.452855110506,0.151643465440,1.93866569519,-96.2146685967,99.9999993674,-0.869002717399,0.470839400611,-0.237047557964,-20.1454758094,-99.0688355762,99.9999420999,0.412936672026,1.66349104868e-05,-10629.0152323,9815.15982326,23396.6195612
argus,2022-09-04T04:37:50Z,-0.916582231255,0.483157863184,-0.145360155962,1.04627629351,23918.9503468,closed_100km,-0.897626607667,0.452708848920,0.152196448056,1.97031978382,-96.2103449934,99.9999993466,-0.868894906027,0.470741378861,-0.237631270238,-20.1792287345,-99.0730439904,99.9999419388,0.414282108377,1.66952983723e-05,-10660.9231344,9842.53065287,23380.9903323
argus,2022-09-04T04:37:51Z,-0.916432153305,0.483081793914,-0.146568000917,1.04627820876,23920.2686264,closed_100km,-0.897602924961,0.452558842185,0.152780225537,2.00373661286,-96.2058407879,99.9999993243,-0.868784915786,0.470642914967,-0.238222207256,-20.2134050311,-99.0773171126,99.9999417756,0.415667089033,1.67572448978e-05,-10694.6033034,9870.23369552,23363.8981770
argus,2022-09-04T04:37:52Z,-0.916280796192,0.483005031399,-0.147775644303,1.04628007669,23921.6857431,closed_100km,-0.897579861370,0.452409524384,0.153355972076,2.03669696175,-96.2013767006,99.9999993019,-0.868672837057,0.470543964373,-0.238820073284,-20.2479879291,-99.0816490663,99.9999416104,0.417054751955,1.68194835588e-05,-10727.8300660,9898.25398764,23346.9358467
argus,2022-09-04T04:37:53Z,-0.916128305398,0.482927530863,-0.148983068116,1.04628200147,23923.1936177,closed_100km,-0.897560472741,0.452263914201,0.153897131613,2.06768223333,-96.1971010382,99.9999992805,-0.868558679243,0.470444439300,-0.239424950142,-20.2829826378,-99.0860353002,99.9999414432,0.418420112972,1.68811620532e-05,-10759.0800197,9926.59405145,23330.0964516
argus,2022-09-04T04:37:54Z,-0.915974484837,0.482849432777,-0.150190295878,1.04628387954,23924.8007306,closed_100km,-0.897537400785,0.452114704507,0.154468135338,2.10037642331,-96.1926534988,99.9999992577,-0.868442438627,0.470344518747,-0.240036447276,-20.3183661002,-99.0904840795,99.9999412740,0.419823408834,1.69443401875e-05,-10792.0481591,9955.23728369,23313.3871455
argus,2022-09-04T04:37:55Z,-0.915819460255,0.482770619236,-0.151397332017,1.04628576724,23926.5019210,closed_100km,-0.897510534458,0.451961613150,0.155070102548,2.13484359653,-96.1880194656,99.9999992331,-0.868324175583,0.470244065324,-0.240654560998,-20.3541387580,-99.0949864877,99.9999411030,0.421265829574,1.70090636596e-05,-10826.8004756,9984.18149091,23296.8035883
argus,2022-09-04T04:37:56Z,-0.915663226852,0.482691089922,-0.152604138492,1.04628765470,23928.2976746,closed_100km,-0.897484246387,0.451809113021,0.155664533540,2.16888253634,-96.1834202495,99.9999992085,-0.868203923933,0.470143083709,-0.241279107425,-20.3902901234,-99.0995412351,99.9999409300,0.422711027620,1.70740881790e-05,-10861.1280134,10013.4177070,23280.3469243
argus,2022-09-04T04:37:57Z,-0.915505738825,0.482610940849,-0.153810758866,1.04628955246,23930.1879061,closed_100km,-0.897461640826,0.451660476980,0.156224269272,2.20094010020,-96.1790175317,99.9999991850,-0.868087246428,0.470042540736,-0.241888392873,-20.4255619158,-99.1039657081,99.9999407612,0.424112589449,1.71377560905e-05,-10893.4706285,10041.9231089,23262.2796595
argus,2022-09-04T04:37:58Z,-0.915347041979,0.482530076016,-0.155017149528,1.04629144992,23932.1723774,closed_100km,-0.897435291243,0.451508053055,0.156814134838,2.23472340946,-96.1744339660,99.9999991599,-0.867970079650,0.469941710001,-0.242498343453,-20.4608778544,-99.1083924588,99.9999405921,0.425546755756,1.72027287588e-05,-10927.5502648,10070.4485858,23244.1919756
argus,2022-09-04T04:37:59Z,-0.915187065971,0.482448517983,-0.156223338451,1.04629330004,23934.2545669,closed_100km,-0.897405017168,0.451351747133,0.157435073309,2.27028702504,-96.1696666305,99.9999991330,-0.867850834398,0.469840379771,-0.243114979592,-20.4965870998,-99.1128765116,99.9999404211,0.427020215199,1.72692538011e-05,-10963.4219322,10099.2784858,23226.2376096
argus,2022-09-04T04:38:00Z,-0.915025905683,0.482366317658,-0.157429313205,1.04629520745,23936.4271068,closed_100km,-0.897375935180,0.451196720849,0.158042996176,2.30510917371,-96.1649684274,99.9999991062,-0.867729469754,0.469738553031,-0.243738385723,-20.5326946963,-99.1174195513,99.9999402481,0.428491801883,1.73359314258e-05,-10998.5538176,10128.4166248,23208.4100695
argus,2022-09-04T04:38:01Z,-0.914863466234,0.482283424144,-0.158635086173,1.04629706758,23938.6970380,closed_100km,-0.897349946269,0.451044851960,0.158621993343,2.33827932954,-96.1604301113,99.9999990804,-0.867606078873,0.469636227023,-0.244368184008,-20.5691789576,-99.1220175315,99.9999400732,0.429945937053,1.74022218110e-05,-11032.0312316,10157.8447036,23190.7158038
argus,2022-09-04T04:38:02Z,-0.914699840106,0.482199888191,-0.159840625917,1.04629897991,23941.0573160,closed_100km,-0.897320046687,0.450889170543,0.159231504863,2.37319832805,-96.1557126020,99.9999990527,-0.867480624536,0.469533407104,-0.245004442079,-20.6060439465,-99.1266720990,99.9999398964,0.431438657616,1.74700458690e-05,-11067.2692795,10187.5657743,23173.1489386
argus,2022-09-04T04:38:03Z,-0.914535005160,0.482115636512,-0.161045935827,1.04630089175,23943.5110064,closed_100km,-0.897286099235,0.450729497179,0.159872440298,2.40991859521,-96.1508076695,99.9999990233,-0.867353188566,0.469430046309,-0.245646908801,-20.6432754632,-99.1313776296,99.9999397178,0.432970607300,1.75394240197e-05,-11104.3216183,10217.5670158,23154.3776079
argus,2022-09-04T04:38:04Z,-0.914368818315,0.482030714056,-0.162251052872,1.04630270446,23946.0655637,closed_100km,-0.897254735740,0.450572513295,0.160488681925,2.44522908505,-96.1460401502,99.9999989945,-0.867223806422,0.469326230082,-0.246295247028,-20.6808538464,-99.1361365223,99.9999395375,0.434488768619,1.76085431754e-05,-11139.9623672,10247.8332477,23135.1991087
argus,2022-09-04T04:38:05Z,-0.914201517532,0.481945126792,-0.163455927631,1.04630462112,23948.7059924,closed_100km,-0.897225109840,0.450417272858,0.161087870019,2.47956652800,-96.1413626200,99.9999989661,-0.867092422242,0.469221875762,-0.246949757026,-20.7187969443,-99.1409471105,99.9999393554,0.436000641982,1.76776692660e-05,-11174.6303225,10278.3774641,23116.1485313
argus,2022-09-04T04:38:06Z,-0.914032937591,0.481858846373,-0.164660600484,1.04630649056,23951.4429775,closed_100km,-0.897191466183,0.450258165827,0.161717670902,2.51565941846,-96.1365053415,99.9999989359,-0.866959126786,0.469117021638,-0.247609999437,-20.7570793432,-99.1458073640,99.9999391716,0.437550421988,1.77483023058e-05,-11211.0665102,10309.1790129,23097.2349336
argus,2022-09-04T04:38:07Z,-0.913863146435,0.481771850097,-0.165865024399,1.04630835430,23954.2730219,closed_100km,-0.897153634011,0.450095002760,0.162379178628,2.55357083724,-96.1314599004,99.9999989037,-0.866823942185,0.469011628396,-0.248275922018,-20.7956983213,-99.1507144518,99.9999389861,0.439139209229,1.78204831768e-05,-11249.3352034,10340.2346713,23078.4562271
argus,2022-09-04T04:38:08Z,-0.913692098260,0.481684233973,-0.167069242949,1.04631022341,23957.1960563,closed_100km,-0.897120447837,0.449936520222,0.162999403394,2.58912235358,-96.1266463045,99.9999988730,-0.866686830142,0.468905781832,-0.248947447640,-20.8346492656,-99.1556738056,99.9999387990,0.440698597108,1.78918845171e-05,-11285.2368851,10371.5416738,23059.8113837
argus,2022-09-04T04:38:09Z,-0.913519838872,0.481595902007,-0.168273212513,1.04631208676,23960.2118074,closed_100km,-0.897086982258,0.449777793539,0.163619304560,2.62465851750,-96.1218269615,99.9999988420,-0.866547868517,0.468799395549,-0.249624420431,-20.8739236194,-99.1606781471,99.9999386102,0.442266627467,1.79637992485e-05,-11321.1279527,10403.0912563,23040.3033697
argus,2022-09-04T04:38:10Z,-0.913346320065,0.481506950048,-0.169476957660,1.04631395025,23963.3205344,closed_100km,-0.897049314971,0.449615167954,0.164270250284,2.66197607718,-96.1168294055,99.9999988089,-0.866407022532,0.468692557698,-0.250306748380,-20.9135158954,-99.1657328821,99.9999384199,0.443872691829,1.80372299159e-05,-11358.8137616,10434.8799891,23020.0547485
argus,2022-09-04T04:38:11Z,-0.913171594843,0.481417282579,-0.170680491788,1.04631581842,23966.5209803,closed_100km,-0.897007302792,0.449448402901,0.164953288208,2.70113535066,-96.1116420638,99.9999987737,-0.866264353774,0.468585174412,-0.250994347223,-20.9534217099,-99.1708310470,99.9999382280,0.445517792947,1.81122129900e-05,-11398.3563098,10466.9024236,22999.9437049
argus,2022-09-04T04:38:12Z,-0.912995658410,0.481326899291,-0.171883776856,1.04631768073,23969.8136199,closed_100km,-0.896972823388,0.449288899849,0.165572933050,2.73666719877,-96.1068055086,99.9999987413,-0.866120768495,0.468477398971,-0.251683797007,-20.9934424114,-99.1759429297,99.9999380354,0.447109291348,1.81855883926e-05,-11434.2573336,10498.9978425,22979.9715132
