    model            time_utc      elfin_x_gsm_re      elfin_y_gsm_re      elfin_z_gsm_re          elfin_r_re      elfin_b_tot_nt   field_line_type   fp_north_x_gsm_re   fp_north_y_gsm_re   fp_north_z_gsm_re    fp_north_lat_deg    fp_north_lon_deg     fp_north_alt_km   fp_south_x_gsm_re   fp_south_y_gsm_re   fp_south_z_gsm_re    fp_south_lat_deg    fp_south_lon_deg     fp_south_alt_km   field_line_len_re flux_tube_vol_re_nt        min_b_tot_nt
t89_kp_6-   2022-09-04T04:00:53Z      0.704912611347     -0.390757532245      0.664086511606       1.04431993830       50612.0544752      closed_100km      0.679154157392     -0.375290843293      0.654261223766       47.5533091547       88.7145551472       99.9998622500      0.701039644408     -0.350214778415     -0.646375627424      -32.3525460549       93.9088746226       99.9998866943       3.15316367998   0.000376368289347       4344.81174226
t89_kp_6-   2022-09-04T04:00:54Z      0.704215175635     -0.390410412746      0.665026488018       1.04431773601       50632.3269968      closed_100km      0.678486949884     -0.374957477151      0.655138189249       47.6177521509       88.7029255286       99.9998623050      0.700480303651     -0.349779307017     -0.647212178905      -32.4140844550       93.9166480865       99.9998864639       3.16599489767   0.000380244246421       4312.16026060
t89_kp_6-   2022-09-04T04:00:55Z      0.703516776594     -0.390062732011      0.665965514756       1.04431549672       50652.5244078      closed_100km      0.677818853772     -0.374623593027      0.656014349297       47.6821969047       88.6912778585       99.9998623615      0.699916207542     -0.349340936835     -0.648053534762      -32.4760296305       93.9244848054       99.9998862328       3.17888753568   0.000384167995336       4279.16818718
t89_kp_6-   2022-09-04T04:00:56Z      0.702817425307     -0.389714526656      0.666903589141       1.04431323979       50672.6429609      closed_100km      0.677149863352     -0.374289216111      0.656889695237       47.7466427986       88.6796100127       99.9998624193      0.699347634378     -0.348899870210     -0.648899251828      -32.5383501898       93.9323802087       99.9998860012       3.19184158605   0.000388140180087       4246.83902573
t89_kp_6-   2022-09-04T04:00:57Z      0.702117129910     -0.389365765356      0.667840865791       1.04431105776       50692.6697751      closed_100km      0.676479908468     -0.373954269642      0.657764341884       47.8110985258       88.6679240905       99.9998624785      0.698774809475     -0.348456181646     -0.649749015320      -32.6010239486       93.9403360940       99.9998857691       3.20485891642   0.000392162029879       4214.29358154
t89_kp_6-   2022-09-04T04:00:58Z      0.701415872660     -0.389016476883      0.668777114060       1.04430880203       50712.6257120      closed_100km      0.675809097164     -0.373618856260      0.658638120282       47.8755515515       88.6562177007       99.9998625391      0.698206779814     -0.348015194376     -0.650590312583      -32.6631297552       93.9482712251       99.9998855399       3.21793145950   0.000396233365514       4182.10709677
t89_kp_6-   2022-09-04T04:00:59Z      0.700713661692     -0.388666629911      0.669712488569       1.04430656525       50732.4978673      closed_100km      0.675137359203     -0.373282899150      0.659511145182       47.9400105701       88.6444929462       99.9998626010      0.697646396363     -0.347578482899     -0.651419324707      -32.7243843075       93.9561660141       99.9998853147       3.23105956898   0.000400355416320       4150.16991706
t89_kp_6-   2022-09-04T04:01:00Z      0.700010533371     -0.388316213146      0.670646985088       1.04430436503       50752.2830976      closed_100km      0.674464714699     -0.372946378770      0.660383406493       48.0044750018       88.6327520322       99.9998626644      0.697081955531     -0.347139278904     -0.652252139438      -32.7859733446       93.9641187477       99.9998850891       3.24425999408   0.000404534581582       4118.13477871
t89_kp_6-   2022-09-04T04:01:01Z      0.699306452808     -0.387965271915      0.671580529159       1.04430214703       50771.9889077      closed_100km      0.673791175880     -0.372609365775      0.661254851718       48.0689408904       88.6209904348       99.9998627291      0.696513760147     -0.346697787414     -0.653088297545      -32.8478639363       93.9721252958       99.9998848633       3.25750583396   0.000408754764028       4086.75257180
t89_kp_6-   2022-09-04T04:01:02Z      0.698601429611     -0.387613808860      0.672513196754       1.04429996748       50791.6069072      closed_100km      0.673116704907     -0.372271834384      0.662125533234       48.1334122407       88.6092081361       99.9998627952      0.695942020003     -0.346254131071     -0.653927485367      -32.9100337665       93.9801840468       99.9998846373       3.27082420900   0.000413033507610       4054.90720253
