    model            time_utc      elfin_x_gsm_re      elfin_y_gsm_re      elfin_z_gsm_re          elfin_r_re      elfin_b_tot_nt   field_line_type   fp_north_x_gsm_re   fp_north_y_gsm_re   fp_north_z_gsm_re    fp_north_lat_deg    fp_north_lon_deg     fp_north_alt_km   fp_south_x_gsm_re   fp_south_y_gsm_re   fp_south_z_gsm_re    fp_south_lat_deg    fp_south_lon_deg     fp_south_alt_km   field_line_len_re flux_tube_vol_re_nt        min_b_tot_nt
     igrf      2022-09-04T04:00:39Z      0.714576509893     -0.395559133406      0.650832629196       1.04435134305       50286.7561334      closed_100km      0.688354369350     -0.379878079226      0.641964731739       46.6560276524       88.8751709896       99.9998616278      0.708524234671     -0.356335485212     -0.634835899379      -31.5093452254       93.7908015231       99.9998899305       2.94797723087   0.000312550837995       5073.69394037
     igrf      2022-09-04T04:00:40Z      0.713892478948     -0.395219763700      0.651785140259       1.04434908061       50307.8633910      closed_100km      0.687700029391     -0.379552159946      0.642852231010       46.7204055084       88.8637894840       99.9998616635      0.707969614620     -0.355906575272     -0.635689516272      -31.5714068941       93.7981023858       99.9998896874       2.95967426468   0.000315576618296       5038.12649963
     igrf      2022-09-04T04:00:41Z      0.713207494276     -0.394879834959      0.652736777905       1.04434683663       50328.8897007      closed_100km      0.687044763235     -0.379225696645      0.643738985839       46.7847882877       88.8523913123       99.9998617005      0.707406074167     -0.355472309792     -0.636554044359      -31.6343140206       93.8055009966       99.9998894417       2.97142749571   0.000318637205566       5003.21899942
     igrf      2022-09-04T04:00:42Z      0.712521519513     -0.394539358537      0.653687546323       1.04434459324       50349.8379834      closed_100km      0.686388551430     -0.378898709268      0.644625004610       46.8491766335       88.8409741387       99.9998617389      0.706847714134     -0.355040938155     -0.637409294936      -31.6966011184       93.8128773237       99.9998891993       2.98322731864   0.000321732898985       4968.11761237
     igrf      2022-09-04T04:00:43Z      0.711834581414     -0.394198320512      0.654637365298       1.04434231325       50370.7130083      closed_100km      0.685731451423     -0.378571203670      0.645510222663       46.9135659663       88.8295400365       99.9998617788      0.706299194707     -0.354615131696     -0.638248723472      -31.7577903617       93.8201946483       99.9998889618       2.99507019379   0.000324863880902       4933.24396428
     igrf      2022-09-04T04:00:44Z      0.711146699199     -0.393856726167      0.655586386788       1.04434010699       50391.4986563      closed_100km      0.685073387102     -0.378243128323      0.646394749891       46.9779644500       88.8180890768       99.9998618200      0.705742202982     -0.354184211713     -0.639098412902      -31.8197785809       93.8276075021       99.9998887221       3.00697062869   0.000328031257840       4898.98595059
     igrf      2022-09-04T04:00:45Z      0.710457844041     -0.393514567654      0.656534382807       1.04433780882       50412.2188121      closed_100km      0.684414472614     -0.377914560608      0.647278420580       47.0423600023       88.8066209279       99.9998618626      0.705177222121     -0.353748519270     -0.639957573380      -31.8825104380       93.8351086318       99.9998884803       3.01892624432   0.000331234899065       4864.16029582
     igrf      2022-09-04T04:00:46Z      0.709768055851     -0.393171889463      0.657481578638       1.04433560411       50432.8456197      closed_100km      0.683754587763     -0.377585448152      0.648161391174       47.1067641580       88.7951337358       99.9998619066      0.704610752886     -0.353311833631     -0.640816960152      -31.9453134780       93.8426439720       99.9998882390       3.03093479109   0.000334475772092       4829.98565529
     igrf      2022-09-04T04:00:47Z      0.709077293245     -0.392828613207      0.658427827613       1.04433334301       50453.4023563      closed_100km      0.683093820732     -0.377255792652      0.649043567587       47.1711702131       88.7836312568       99.9998619521      0.704060540380     -0.352884413217     -0.641651605792      -32.0063646982       93.8500681875       99.9998880052       3.04298329892   0.000337753797695       4795.93695097
     igrf      2022-09-04T04:00:48Z      0.708385551633     -0.392484826030      0.659373204580       1.04433110235       50473.8765411      closed_100km      0.682432101725     -0.376925638068      0.649924997050       47.2355815483       88.7721072008       99.9998619989      0.703502678691     -0.352452448728     -0.642495215953      -32.0681231224       93.8575762945       99.9998877695       3.05508917865   0.000341069963936       4761.82519119
     igrf      2022-09-04T04:00:49Z      0.707692892664     -0.392140468732      0.660317703770       1.04432889812       50494.2656114      closed_100km      0.681769476112     -0.376594919851      0.650805668834       47.2999976720       88.7605680110       99.9998620470      0.702937576187     -0.352016092800     -0.643347199883      -32.1305473308       93.8651704065       99.9998875321       3.06725222545   0.000344424732772       4728.35713252
     igrf      2022-09-04T04:00:50Z      0.706999270363     -0.391795550044      0.661261253383       1.04432665702       50514.5805769      closed_100km      0.681105962224     -0.376263683637      0.651685537213       47.3644152315       88.7490112483       99.9998620966      0.702365599682     -0.351575618912     -0.644206950577      -32.1935948070       93.8728441575       99.9998872931       3.07947174018   0.000347818433319       4694.50934632
     igrf      2022-09-04T04:00:51Z      0.706304657974     -0.391450083941      0.662203933594       1.04432441691       50534.8162394      closed_100km      0.680441502183     -0.375931923348      0.652564665394       47.4288389209       88.7374346268       99.9998621476      0.701806809424     -0.351142686074     -0.645046409388      -32.2552111664       93.8804284993       99.9998870603       3.09173527580   0.000351251576070       4661.11864732
     igrf      2022-09-04T04:00:52Z      0.705609129704     -0.391104081771      0.663145657319       1.04432217707       50554.9708766      closed_100km      0.679776167741     -0.375599650433      0.653442972016       47.4932628952       88.7258404976       99.9998622000      0.701249288810     -0.350710344629     -0.645882315800      -32.3166203996       93.8880251675       99.9998868291       3.10405032553   0.000354724529467       4628.01204145
     igrf      2022-09-04T04:00:53Z      0.704912611347     -0.390757532245      0.664086511606       1.04431993830       50575.0459432      closed_100km      0.679109887053     -0.375266853454      0.654320537556       47.5576931256       88.7142263103       99.9998622537      0.700685206496     -0.350274077685     -0.646725553220      -32.3786210044       93.8956984316       99.9998865966       3.11642350639   0.000358238246374       4594.71212460
     igrf      2022-09-04T04:00:54Z      0.704215175635     -0.390410412746      0.665026488018       1.04431773601       50595.0352457      closed_100km      0.678442699814     -0.374933493021      0.655197342877       47.6221284359       88.7025965302       99.9998623088      0.700114933587     -0.349834046788     -0.647575582471      -32.4411749266       93.9034488074       99.9998863627       3.12885455385   0.000361793193916       4562.04704122
     igrf      2022-09-04T04:00:55Z      0.703516776594     -0.390062732011      0.665965514756       1.04431549672       50614.9498536      closed_100km      0.677774624104     -0.374599614677      0.656073343052       47.6865655164       88.6909486971       99.9998623653      0.699538806318     -0.349390505265     -0.648431856693      -32.5042435949       93.9112702528       99.9998861279       3.14134282527   0.000365389733979       4529.10944818
